identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,images_0,images_1,images_2,images_3,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,nro_paginas,page,images_4,images_5,pictogrammes_0,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise
13884,2891106000000,2000.0,PorSi Select,Frango do Campo Inteiro c/ Miúdos Programa Origens,Vendido ao peso,6.9,3.45,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B6825838652E244237081C091CB1D51.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
13048,2893561000000,250.0,Marisco,Ameijoa Branca Vietnamita Congelada,Vendido a partir de 250 gr  (aprox.),0.5,1.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/87AAE93BFC6F911123DE0600840801E2.jpg,,,,Avantages !,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
18301,5604260278503,1280.0,PorSi,"Iogurte líquido morango,  8x160 ml",,2.59,2.02,1280,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82F4DF29967771E32A0D2A5BD395A808.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
13126,2893105000000,600.0,Peixaria,Dourada de Viveiro,de 600 a 800g,5.09,8.49,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/029F52875DBC51F21511F40D4DB7EF92.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
41718,5604260303823,90.0,PorSi,Saqueta de puré de fruta | maçã + manga + pêssego,90 g,0.74,8.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/002C0AF35BCBB9E50AC34B89735CDC2C.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
1195,5601119230224,650.0,Nobre,Salsichas extra suculentas,Frasco de 650 g,2.09,3.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8D9323C0AA785F7D26E063775F0C6C13.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
20918,5000116110964,840.0,Capitão Iglo,30 douradinhos,Embalagem de 840g,7.99,9.51,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AEDD14052902A045272594F0C20ABD33.jpg,,,,Tipo de stockagem,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
51403,5604260325689,1000.0,PorSi,"Vinagre de limpeza, 1 litrp",,0.95,0.95,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D97716AE40F4384225AEA397971D7BFD.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
2247,5604260267446,320.0,PorSi,"Hamburguers de vaca, 4x80g",Embalagem de 320 g,2.49,7.78,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3FA12F56FCCB02BD822538B5A4E99D58.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
13842,2891009000000,800.0,Novilho,Bife da Vazia,Vendido ao peso a partir de 800 g,10.39,12.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/01A34A12BFFC51D86F44E2793C3596E7.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
41720,5604260303786,90.0,PorSi,Saqueta de puré de fruta | maçã + banana + morango,90 g,0.74,8.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D8CF0CCEDABFBBF47BBC90A180FDA1C7.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
11923,5603089001354,200.0,Parmalat,Natas uht com cogumelos,Embalagem de 200 ml,1.03,5.15,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F673DA54DF0FB2354A320B1D6D903A2F.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
14862,2696029000000,70.0,Padaria,Carcaça Rústica 70 g,,0.17,2.43,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7501756B5498BDF68A954DEA96B9AD1C.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
20221,8410500020071,480.0,Danone,"Iogurte activia aveia nozes,  4 x 120 g",,2.39,4.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E3646F8812C5353023D3951FE268028D.jpg,,,,1000 Artigos,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
49763,5601050037579,460.0,Danone,"Iogurte Activia Fibras Aveia & Frutos Secos, 4 x 120g",,2.39,5.2,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D3105D0A7021B60785802EF13F61AE8F.jpg,,,,1000 Artigos,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
1467,5601286236784,500.0,Milaneza,Massa de espirais,Embalagem de 500g,1.04,2.08,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/75C555C38AA58E95CAD2174BF2E349D1.jpg,,,,1000 Artigos,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
48551,7613287300393,209.0,Nescafé,Cápsulas Café Buondi Int. 8,Embalagem de 209g,8.99,43.01,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C2972EF213A813C45BFB5F845259020.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
35542,7613036867405,210.0,Nescafé,Café em cápsulas dolce gusto ristreto intenso,Embalagem de 210g,9.99,47.57,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/267E125B7795F042AD3E2E89E4989A32.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
5095,5601050026405,300.0,Danone,"Queijinho dadoninho petitdino de morango,  6 x 50 g",,1.99,6.63,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A996A3A25DAAE4625EF7D6D51278644F.jpg,,,,1000 Artigos,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
10826,2895082000000,250.0,Ilha Azul,Queijo Curado,Vendido ao peso a partir de 250 gr,2.0,7.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B62E6B6007870C37C76A52222AF902D.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
30526,5449000087775,3000.0,Fanta,Fanta go laranja,pack 2 x 1.5 l,1.98,0.66,3000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/593BAD71F5135741DD23AA781A57779F.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
24415,8410436299961,1300.0,Sonasol,"Lava tudo lavanda, 1,3l",,2.09,1.61,1300,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4C901B46EE167F7ABAA5D085E91578A1.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
41384,5601050036602,440.0,Danone,"Iogurte grego oikos stracciatella,  4 x 110 g",,1.99,4.52,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0A6F59B7D5832D67ED1CDB718D78849.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
4987,5601012115505,750.0,Planalto,Vinho doc douro branco,Garrafa de 0.75 l,3.99,5.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C726FDABB211E05C4F7D5DBE4A94D76.jpg,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
5143,5601096201309,750.0,Casal Garcia,Vinho verde branco,Garrafa de 0.75 l,3.29,4.39,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/056BD080A2D98C87EBA807C039694917.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
979,5601024134471,750.0,Oliveira da Serra,Azeite Virgem,Embalagem de 750 ml,6.99,9.32,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/32A5EFAE1A78DF80856528FEA48BA60C.jpg,,,,1000 Artigos,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
17892,5601082039800,220.0,Delta Q,Café xl qalidus cápsulas,Embalagem de 220g,14.99,68.14,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/366FA5D4E032D6F1950F570ABB5EB801.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
24380,8434165444881,500.0,Cuétara,Choco flakes,Embalagem de 500g,2.99,5.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/814A8D94DF7ABBAD4F569772D5A66708.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
11501,5601049612084,130.0,Mimosa,Manteiga com sal,Embalagem de 130g,1.29,9.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC7A16E0542B828D039563A6AD9E73FE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1207D37BB442FDD5C918BE023189F00C.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
28640,5054563030948,75.0,Aquafresh,Dentífrico Tripla Proteção,Embalagem de 75 ml,1.79,23.87,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F0758EC50E92354A2691A9D74801B48.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
36909,5604260326051,,PorSi,Fraldas agility T5 de 13 a 18 kg,44 unidades,6.69,6.69,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/35F5347888749D5FF884CE0B00621B68.jpg,,,,1000 Artigos,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
49479,5601151969465,1750.0,Sumol,Refrigerante com Gás Laranja Sem Açúcar,Garrafa de 1.75 l,1.39,0.79,1750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1A5F916FFA77C7E7F9A1CB0E85C459E.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
15507,5601050031621,480.0,Danone,"Iogurte activia cremoso coco,  4 x 120 g",,1.99,4.15,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/05783495E4A676779F417115EB52CFE8.jpg,,,,1000 Artigos,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
21749,7613035766532,250.0,Nestum,Nestum chocolate,Embalagem de 250g,2.14,8.56,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2985CAADA6D151AC0E20062A22E70429.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
2308,5604260271795,2000.0,PorSi,Refrigerante com gás cola,Garrafa de 2 l,1.35,0.68,2000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FAE084877CD5F49373EA9981F15AE891.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
49475,5601146570027,3750.0,Sagres,Cerveja Mini,pack 15 x 25 cl,7.49,2.0,3750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A9CDD69C05CD0571DDBA8FAB1D27E24.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
50657,7622201723767,150.0,Philadelphia,Queijo Creme Regular,Embalagem de 150g,1.79,11.93,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/557EC9F2DADB9BBCF07CBF75BC9EC55D.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
52326,8720181384776,,Skip,Detergente Máquina Roupa Líquido Active Clean,56 Doses,9.99,9.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB959F644F3F5B9BCC6B250AF56B6E18.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
13577,2893572000000,200.0,Peixaria,Pota Inteira Congelada,1 un= 200 gr (aprox.),1.0,4.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2D6321EA80C5271A6C9DE3162C36D95.jpg,,,,Avantages !,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
13602,2893597000000,500.0,Peixaria,Pescada Média Argentina Congelada,+ de 500 g,2.15,4.29,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4DF1B76ED058CE207B770287335D47B.jpg,,,,Avantages !,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
14230,5601089080829,110.0,Royal,"Fermento em pó, lata",Embalagem de 110g,1.39,12.64,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E52950A0A8ACAD8018D7E0A8C2263E7E.jpg,,,,1000 Artigos,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,3,,,,,,,,,,,
15979,5601119242364,650.0,Nobre,Salsichas de Aves Extra Suculentas,frasco de 650g,2.09,3.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96E028FA4B876A7EDCC2B01C6774E1B0.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
20366,7622210981141,150.0,Philadelphia,Queijo creme de ervas finas,Embalagem de 150g,1.85,12.33,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/387760CE40B92A0462A1AF5F8E61AAE0.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
24413,8410436297783,1300.0,Sonasol,"Lava tudo PH neutro, embalagem de 1,3l",,2.09,1.61,1300,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F7DD11C0EABB6452E24AA720E593B0B5.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
2520,7613033822827,250.0,Nestum,Nestum flocos de cereais integrais,Embalagem de 250g,2.14,8.56,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C34EF83D0967AA6ED013672F2285D0CB.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
30477,3083681070187,225.0,Bonduelle,Milho doce,Embalagem 3 x 75 g,1.78,7.91,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B88D91E26E2E4EC1AD4A37E6DC73B146.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
49225,5604260322657,90.0,PorSi,Saqueta puré de fruta,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9AD870D1CAD79AE0716C1075F5C158F0.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
49480,5601151969458,1750.0,Sumol,Refrigerante com Gás Ananás Sem Açúcar,Garrafa de 1.75 l,1.39,0.79,1750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A159117E2730F166C16E5A6DF517C87.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
9078,5601883000351,250.0,Nova Açores,Manteiga com sal,Embalagem de 250g,2.19,8.76,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B374003B4D850F2B18FB43590E1FCCC4.jpg,,,,1000 Artigos,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
944,5601001339301,200.0,Nestlé,Mistura solúvel mokambo,Embalagem de 200g,3.99,19.95,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8F3A8EB08BBF4181F15A95334F151A2.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
959,5601019012418,1000.0,Guloso,Polpa de Tomate,Embalagem de 1 kg,1.79,1.79,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B354CF768C18B28FB1B1316955F339F.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
13582,2893577000000,800.0,Peixaria,Solha Congelada (200/400),Pescado no mar,3.99,4.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/09CD29C77ECA15BC59D0A288B72C20B4.jpg,,,,Avantages !,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
24368,5601050033021,620.0,Danone,"Iogurte líquido corpos danone,  4 x 155 g",,1.89,3.05,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B929BA979DAF1031F335D50613B8384.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
41381,5604260307319,250.0,PorSi,Macchiato café arábica,250 ml,1.0,4.0,250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6B5577F506E3E55F17067234E023EEB.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
43756,8410500026363,480.0,Danone,"Iogurte Activia 0% aveia e linhaça,  4 x 120 g",,2.39,4.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E57678E975E0133AA749A66A9BC6FE48.jpg,,,,1000 Artigos,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
51113,8720181262784,500.0,Cif,"Limpa Casa Banho Spray Higiene c/ Lixívia, 500 ml",,1.99,3.98,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/269947C1E7ED82654B4A41635C3A67E7.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
37948,5601217132697,500.0,Cillitbang,Spray limpeza casa de banho,Embalagem de 500 ml,2.49,4.98,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62E5A8E0A6D5CF81B7A29AA6D1070117.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
49221,5604260322602,90.0,PorSi,Saqueta puré de fruta,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9893E2C7164F12F4E4974DE54879A4ED.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
51429,8410436441582,,Vernel,Amaciador Concentrado Magia De Magnólia,70 doses,3.49,3.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62706D733A79A883B313F5BDFF7369D2.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
9989,8000430133035,125.0,Galbani,Queijo mozzarella fresca,Embalagem de 125 g,1.65,13.2,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/605C9FB94611B32191667C7EDC36EC8E.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
14346,3387390406849,150.0,Nestlé,Barras cereais chocapic,Embalagem de 150g,1.99,13.27,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62C7C838E38BFF97731D8D005E4F2D59.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
15810,3094900059593,75.0,Aquafresh,Pasta Dentífrica Menta Suave,Embalagem de 75 ml,1.86,24.8,75,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/36417FD84E6918863BC4A9B51808C017.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
16493,8718951037939,500.0,Ajax,"Limpa vidros pistola, cristal, embalagem de 500 ml",,1.97,3.94,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E563EF990460546D67BF949773E0A516.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
22395,8712100745614,412.0,Hellmann's,Mionese top down,Embalagem de 410g,3.14,7.62,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C642A36EEC291CE47645FCCBF50ED41C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8441A970BF19CB238C08CCCD9712CAB2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8441A970BF19CB238C08CCCD9712CAB2.jpg,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
52338,8720181392931,,Comfort,Amaciador Roupa Concentrado Creations Jasmim e Mirtilo,76 Doses,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DED7323146382FF9F9D6D0F2196F9D63.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
52339,8720181392924,,Comfort,Amaciador Roupa Concentrado Creations Lírios e Morango,76 Doses,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F3E1CB8E1F41E507DB7FBA8EF126461.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
9111,5601989001412,750.0,Monte Velho,Vinho regional alentejano tinto,Garrafa de 0.75 l,3.79,5.05,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71C75E8C8338510892305D4318796B26.jpg,,,,1000 Artigos,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
9286,5603722492068,1000.0,Mimosa,Leite especial crescimento +3 anos,Garrafa de 1 l,1.49,1.49,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/26A3BE41175D4F1900210BFF62BF081B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1DA16AEB6305B1844421608D84E82EB.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5674CBEBA359C0E43414CBEAA69D8774.jpg,,1000 Artigos,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
11650,5601192201104,200.0,Agros,Nata Uht,Garrafa de 200 ml,0.82,4.1,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B340CBB8695D3B73B1AFCD0D35CD883.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
11930,5603089003679,200.0,Parmalat,Nata uht carbonara,Embalagem de 200 ml,1.03,5.15,200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7103608D2E44D48C929116E950C3FF6B.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
11982,5603802400020,750.0,Fiuza,Vinho branco tejo sauvignon,Garrafa de 750 ml,4.99,6.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/797D96AF75B4BD4EF0B0B0A63B1AB06E.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
23212,8434165444874,500.0,Cuétara,Flakes,Embalagem de 500g,2.99,5.98,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EFAD724A4BD601B608D6D4BB6EF66723.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
25906,8412600071144,650.0,Bimbo,"Pão de forma especial torradas s/ côdea, 650g",,2.09,3.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE072CBAE2B254D11818DC4B4A08F173.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
30181,5607238032107,345.0,Casa de Mateus,Geleia de morango,Embalagem de 345 g,2.99,8.67,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7F13834CCCA4B22757776150195CE5F.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
34010,5601027000896,500.0,Panrico,Pão de forma com côdea,Embalagem de 500 g,1.59,3.18,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CD1566A3EDFC0812ACDE8F793D7DC67A.jpg,,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
37761,5604260273638,1000.0,PorSi,Lasanha à bolonhesa,Embalagem de 1 kg,4.99,4.99,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3D7D37CD2C2C955E887051D2A74CEAFC.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,16,4,,,,,,,,,,,
