identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,avantages_dateFin,avantages_categorie,images_0,images_1,images_2,pictogrammes_libelleCategorie,nro_paginas,page,images_3,images_4,images_5,pictogrammes_0
1461,5601286223784,500.0,Milaneza,Massa de cotovelos grandes riscados,Embalagem de 500g,1.19,2.38,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BE1B03BCD6BCED25C712B88921B09E09.jpg,,,,17,5,,,,
22254,3600542027533,250.0,Ultra Suave,Champô Limão & Argila,Embalagem de 400 ml,3.79,15.16,250,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E3CC3793DBEA441FB5E435D1445DE8F2.jpg,,,,17,5,,,,
25214,7613035930551,90.0,Nestlé,Fruta para bebé maçã banana morango +8 meses,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/320AF02AD6CE8711C7912DB2FA781A00.jpg,,,,17,5,,,,
28062,5603722516764,150.0,Castelões,"Queijo sem lactose fatiado, 150g",,1.79,11.93,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F601B42C74F0F85211A2BAC0672F8FD.jpg,,,,17,5,,,,
51575,5604260326044,,PorSi,Fraldas para bebé agilidade T4 9-15kg,50 unidades,6.69,6.69,0,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A25E4A3651A040A2058DC5D78463847.jpg,,,1000 Artigos,17,5,,,,
52079,8711327585782,330.0,Magnum,Gelado Mini Double Caramel e Gold Caramel Billionaire,Embalagem de 330 ml,3.99,12.09,330,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D564E502B2870AC727EEABF11EB02168.jpg,,,Tipo de stockagem,17,5,,,,
6061,5608527000562,5000.0,Dom Campos,"Vinho branco região da península de setúbal, bag in box",Garrafa de 5 l,7.99,1.6,5000,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F14CE895B9322B2661C9E8368F1C4318.jpg,,,,17,5,,,,
1138,5601082022796,250.0,Delta,Café em grão,Embalagem de 250g,2.69,10.76,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA324D27E9E0B51C555781B151251CD4.jpg,,,,17,5,,,,
11642,5601180002003,1000.0,Vigor,Leite pasteurizado magro,Garrafa de 1 l,0.98,0.98,1000,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4712850F57AD5A8BB3282BD0DF37AD78.jpg,,,1000 Artigos,17,5,,,,
11671,5601217126382,1650.0,Woolite,Detergente líquido p/ máquina lavar roupa cores,"Garrafa de 1,65 l",6.99,4.24,1650,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/50465693868DD35972833B1D4D848AC2.jpg,,,1000 Artigos,17,5,,,,
1476,5601286290786,500.0,Milaneza,Massa de laços,Embalagem de 500g,1.25,2.5,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D687B9FD61EA56CF807EB6EB67FC5ABA.jpg,,,,17,5,,,,
1965,5604260061556,210.0,PorSi,Bolachas waffers morango,Embalagem de 210g,1.08,5.14,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6F356F6CE8F384B8CEF6FD248AF1DFF4.jpg,,,1000 Artigos,17,5,,,,
41582,5601050036626,440.0,Danone,"Iogurte grego café,  4 x 110 g",,1.99,4.52,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA81C6F13D10195F1596F127A0BC3ACE.jpg,,,1000 Artigos,17,5,,,,
6148,7622300742324,200.0,Triunfo,Bolachas digestive go chocolate,Embalagem de 200g,1.49,7.45,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B97BAFEB8B5CDFA0429E96932C026E24.jpg,,,,17,5,,,,
6222,8003520013187,300.0,Palmolive,"Sabonete líquido leite & mel, recarga",Embalagem de 300 ml,1.79,5.97,300,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C570E868829EADDCAB85FA59C86E6B4F.jpg,,,,17,5,,,,
12825,3600522282006,400.0,Elvive,Champô Arginina,Embalagem de 400 ml,3.99,9.98,400,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/832D274A47C2AA7B477B5C7301E042D6.jpg,,,,17,5,,,,
1456,5601286217639,500.0,Milaneza,Massa farfalle tricolor,Embalagem de 500g,1.26,2.52,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2CB58ADA26EF1E83B0978C82005EFCEE.jpg,,,,17,5,,,,
32155,4005900547316,150.0,Nivea,Desodorizante Spray Black & White Invisible,150 ml,2.84,18.93,150,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8CF1F2C1B83EC7C8CE7FE269D9960D3.jpg,,,,17,5,,,,
32610,7613036550338,200.0,Buondi,Buondi extreme cafe moido 12x200g,Embalagem de 200g,3.13,15.65,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FEECD25A62D241EF29290C5104BF6142.jpg,,,1000 Artigos,17,5,,,,
4254,3600521848449,50.0,L'oreal Men Expert,Desodorizante roll-on fresh extra,Embalagem de 50 ml,2.69,53.8,50,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E57536F1DBA38F68B80006805ED4ECFF.jpg,,,,17,5,,,,
43011,5604260307210,300.0,PorSi,Comida húmida para cão de peru,Embalagem de 300 g,0.75,2.5,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0A4DC002663775585CA403A7A4E290B2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5C82BE522F15BBA14EEE2D9C8DA8265.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5C82BE522F15BBA14EEE2D9C8DA8265.jpg,1000 Artigos,17,5,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5C82BE522F15BBA14EEE2D9C8DA8265.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5C82BE522F15BBA14EEE2D9C8DA8265.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A5C82BE522F15BBA14EEE2D9C8DA8265.jpg,
49761,8410500024574,460.0,Danone,"Iogurte Bifidus Activia Chia Amêndoa 0%, 4 x 120g",,2.39,5.2,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C78D604FF38EBC1F8556A8A62CA8C37.jpg,,,,17,5,,,,
542,3228881076236,30.0,Lipton,20 saquetas chá verde pure,Embalagem de 30g,1.49,49.67,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/97F9FF6EFDB9C2050DE296FFAE4DC86D.jpg,,,,17,5,,,,
6460,8410436216777,53.0,Sonasol,Bloco Sanitário Poder Activo Floral,Embalagem de 50 g,1.98,37.36,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9C3612E8D8E2847E794B4AC7CFA48EBA.jpg,,,,17,5,,,,
7965,5000204595369,,Glade,"Recarga ambientador automático, sense & spray, lavanda/jasmim",,3.49,3.49,0,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/79F31608A8C9C832B0C2783B71CE42B1.jpg,,,,17,5,,,,
8315,5601028013307,,Renova,"Papel higiénico, compacto, extra xxl, folha dupla, 24 unidades",1 embalagem,11.79,11.79,0,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E547A0A76698EB9D1E248C6C0C9D74B9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F6866F63DEC5517DB1E2DC48AD701110.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/52CEDF162CBC9A98A93B293FEE315F10.jpg,,17,5,,,,
11960,5603722505300,250.0,Mimosa,Manteiga magra,Embalagem de 250g,1.99,7.96,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BED7878F3F6B8054337A806342B0A37.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2F91C79228A3ADF27E4AEC55908D66D.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8234260C017BAB3AE2C659FDE5BBED44.jpg,,17,5,,,,
16505,8001010085454,280.0,Ponti,Tomate seco,Embalagem de 280g,2.44,8.71,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA9034A1B5945315F55BBE105BB75174.jpg,,,,17,5,,,,
17024,5601286252777,250.0,Milaneza,Cannelloni,Embalagem de 250g,1.33,5.32,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CCA9CE4DC3690BAFEB69D1C50C01CEE0.jpg,,,,17,5,,,,
18426,3600541887817,400.0,Ultra Suave,Champô Delicias de Aveia,Embalagem de 400 ml,3.79,9.48,400,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E178A060EBA624F1168DFA6C596E4DF.jpg,,,,17,5,,,,
19608,7613035376861,90.0,Nestlé,Fruta para bebé maçã cenoura manga +6 meses,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C041057EE06358447920ADCA69E0479.jpg,,,,17,5,,,,
20012,7622300571351,100.0,Tuc,Bolacha craker queijo,Embalagem de 100g,0.99,9.9,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7E1DD186B24846CF7742C4E35C9AF6F.jpg,,,,17,5,,,,
2722,8410031132519,120.0,Chupa Chups,Chupa original,Embalagem de 120g,2.34,19.5,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D2F28C30A0D1CE43806B0B75F083CD2C.jpg,,,,17,5,,,,
35888,5601151973752,3500.0,Sumol,Refrigerante com gás de ananás,2 x 1.75 l,2.78,0.79,3500,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/68773B223AE7A67890FF88C1F868EAA5.jpg,,,,17,5,,,,
36498,7613036830119,210.0,Nescafé,Café em cápsulas dolce gusto barista,Embalagem de 30 Cápsulas,9.99,47.57,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8337972527E31E54B905C8FB22152420.jpg,,,1000 Artigos,17,5,,,,
37045,5601217132659,500.0,Cillitbang,"Spray bolor e sujidade, garrafa de 500 ml",,2.49,4.98,500,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A51671BCEA4544BF377B06769DE1169.jpg,,,1000 Artigos,17,5,,,,
41447,5601082047812,,Delta Q,Café mythiq,Embalagem com 40 cápsulas,14.99,14.99,0,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8B9EC0DC169048AF93D5FDC86ECCEBB0.jpg,,,1000 Artigos,17,5,,,,
438,8722700140139,20.0,Lipton,20 saquetas infusão de cidreira,Embalagem de 20g,1.49,74.5,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5BD4BD05824B7246D1659F44FE1CD00E.jpg,,,,17,5,,,,
44789,5603722514791,480.0,Mimosa,"Iogurte sólido sem lactose multifrutos, 4 x 125 g",,1.89,3.94,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AFD577199B3478174C373E88A7AC02B1.jpg,,,,17,5,,,,
45600,4005900648181,750.0,Nivea,Gel de banho creme aloe vera,750 ml,4.19,5.59,750,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D8584FF8D0A63931C78ACFD9761F35A2.jpg,,,,17,5,,,,
4687,5000116105212,375.0,Iglo,Ervilhas,Embalagem de 375 g,1.69,4.51,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AB2CFAA543F3CFC918196092BD0A768E.jpg,,,Tipo de stockagem,17,5,,,,
48636,8711327533622,330.0,Magnum,Gelados mini cookie mania,6 x 55 ml,3.29,9.97,330,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C4CA188E19A256FBA9C0610912951AA.jpg,,,Tipo de stockagem,17,5,,,,
49504,5604260322626,90.0,PorSi,Saqueta puré de fruta pera,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF34005718301CA3FAF65368F399B814.jpg,,,1000 Artigos,17,5,,,,
5405,5601286252784,500.0,Milaneza,Massa de macarrão grande,Embalagem de 500g,1.19,2.38,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB37979552F13AA27DC107DA08BA1C15.jpg,,,,17,5,,,,
6580,8412400193015,1000.0,Mr. Muscle,Desentupidor canos,Embalagem de 1 l,5.99,5.99,1000,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/533C19EF1CE101916198B272361DCC83.jpg,,,,17,5,,,,
12819,3600522023883,400.0,Elvive,Champô total repair,Embalagem de 400 ml,3.99,9.98,400,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EA7D6E07CD09475944FC0B7344377C93.jpg,,,,17,5,,,,
1462,5601286231772,250.0,Milaneza,"Massa, estrelinhas",Embalagem de 250g,0.63,2.52,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2F1A211F7D24F0BF020FA7DF88C2F67.jpg,,,,17,5,,,,
14698,7613034570512,90.0,Nestlé,Fruta para bebé 4 frutas +4 meses,Embalagem de 90g,0.74,8.22,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0783A3CBD6B546AE24E09BF08DF0A429.jpg,,,,17,5,,,,
1599,5601537332739,1000.0,Louro,Arroz carolino,Embalagem de 1 kg,1.39,1.39,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0512A23B625930AE39C0A5809DF31C8C.jpg,,,,17,5,,,,
23286,2894688000000,100.0,Primor,Peito de frango forno a lenha,"Vendido ao peso, fatiado a partir de 100 gr",1.5,14.99,0,,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BECE4C8D9195451607BB82C721DC485B.jpg,,,1000 Artigos,17,5,,,,
25068,8715700423852,560.0,Heinz,Ketchup menos sal e açucares,Embalagem de 560g,3.24,5.79,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C41C8F6C6A3C98B2482AE883777B51B.jpg,,,,17,5,,,,
2603,7622300631574,100.0,Milka,Tablete de chocolate,Embalagem de 100g,1.59,15.9,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/02BB17BD1727FA5D1A551CABF31FFDD9.jpg,,,,17,5,,,,
2675,8410000802771,160.0,Chips Ahoy!,Bolachas mini chips ahoy,Embalagem de 160g,1.85,11.56,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE418FAECA7690A5B269007BDA9C41FA.jpg,,,,17,5,,,,
2723,8410031944839,70.0,Chupa Chups,Chupa sortidos s/ açúcar,Embalagem de 70g,2.54,36.29,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67980CE751DDC4BA0081AF7E6B5D1A54.jpg,,,,17,5,,,,
33536,3600542182485,400.0,Ultra Suave,Champô leite amêndoa,400 ml,3.79,9.48,400,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3B1CF4AEFF71FB10FB8C2143F7B79A7.jpg,,,Produtos Bio,17,5,,,,
33659,3600542182492,400.0,Ultra Suave,Condicionador leite amêndoa,Embalagem de 400 ml,3.79,9.48,400,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DEAD82467DDC93B6370C614580E5C99E.jpg,,,Produtos Bio,17,5,,,,
35558,5601151973721,3500.0,Pepsi,Refrigerante com gás,Pack de 2 x 1.75 l,3.1,0.89,3500,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4591303E8886D5226C017EC0EFBDEC41.jpg,,,1000 Artigos,17,5,,,,
37510,7613036841498,90.0,Nestlé,Pacote maçã e pêssego,Embalagem de 90 g,0.74,8.22,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B6EBF57BF6FEE625FEE4365FC32440DD.jpg,,,,17,5,,,,
41116,5604260304622,750.0,Selecção de Enófilos,Vinho branco regional península de Setúbal,Garrafa de 0.75 l,1.89,2.52,750,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/957F8F23292AA4844FB75460C8B3B2DE.jpg,,,,17,5,,,,
4322,3600540623911,50.0,Narta,"Desodorizante Roll'On Invisivel, 50 ml",,2.69,53.8,50,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2548E7F9189B3705E4D8DD9171C395C3.jpg,,,,17,5,,,,
43780,5900020036988,300.0,Nestlé,Cereais de Aveia Cheerios,Embalagem de 300g,2.99,9.97,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C01C42152BE7C461AE7CBFEB3DD79DA4.jpg,,,,17,5,,,,
44048,5054563101846,75.0,Sensodyne,Dentífrico branqueador,Embalagem de 75 ml,3.2,42.67,75,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B21500470D8763BB41FDC49C18F3355.jpg,,,,17,5,,,,
44252,5601019012890,210.0,Guloso,Tomate frito,Embalagem de 210g,0.85,4.05,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E41584C9A847A707E247659FC6AA37C2.jpg,,,,17,5,,,,
45032,5054563098795,75.0,Sensodyne,Pasta dentífrica repair&protect,Embalagem de 75 ml,3.29,43.87,75,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1971DE24C5C4B21970E17F4B9857FD14.jpg,,,,17,5,,,,
46729,5054563109743,75.0,Sensodyne,Pasta Dentífrica Branqueadora Sensibilidade e Gengivas,Embalagem de 75 ml,3.94,52.53,75,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF37E4C9030B80291EBCB54013CB3494.jpg,,,,17,5,,,,
4713,5000204559163,150.0,Brise,"Absorvedores de odores, relax zen",Embalagem de 2x150g,3.29,21.93,150,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F5127732C6C1BEA94A3BEA1EF5AFBE6.jpg,,,,17,5,,,,
47653,8414100306559,330.0,Schweppes,Ginger Ale,lata 33 cl,0.71,2.15,330,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7266BD34E9D43F1FF4AC9272334226E1.jpg,,,,17,5,,,,
48246,8718951465848,75.0,Colgate,Pasta de Dentes Branqueadora,Embalagem de 75 ml,2.99,39.87,75,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2547C946AEFC081BD73394BED3137189.jpg,,,,17,5,,,,
52363,5604260330492,300.0,PorSi,Pão Especial Maxi para Hamburguer,4 Unidades,1.67,5.57,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F9EA1C96590039432344614EE12F69B.jpg,,,1000 Artigos,17,5,,,,
6277,8410001103754,,Scotch-Brite,Pano amarelo Multiusos,Embalagem de 1 unidades,1.08,1.08,1,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4EDC51C03E14CCEABAB0D6C2E4C33CFE.jpg,,,,17,5,,,,
8657,5601163081711,1980.0,Luso,Água s/ gás,pack 6 x 0.33 l,2.35,1.19,1980,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BDA4A39891F935792B52BE1088E63C0F.jpg,,,,17,5,,,,
987,5601029001303,120.0,Pitéu,Iguarias Pota com Alho,Embalagem de 120 g,1.86,15.5,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0BCCBC950687D019B48D7A56B818080.jpg,,,,17,5,,,,
10094,8435257040776,640.0,Nestlé,"Iogurte líquido yoggi banana,  4 x 160 g",,1.99,3.11,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7A1039A34E2D3851553F65DFE7093FB2.jpg,,,,17,5,,,,
10357,8411300041686,,Nutrisse,"Coloração permanente, castanho dourado, nº43",1 unidade,6.14,6.14,0,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3CAD81C888E9FFE93917424EC3657D7.jpg,,,,17,5,,,,
13541,2893533000000,250.0,Congelado de Aquicultura,Camarão Congelado 60/80,1 un = 250 gr  (aprox.),1.75,6.99,0,,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29A2DFA509FFDAFCD18E7F308BD753B4.jpg,,,Avantages !,17,5,,,,
1460,5601286222787,500.0,Milaneza,Massa de cotovelinhos,Embalagem de 500g,1.09,2.18,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F76BC192D8D45CCBC8881AA2D2BAAD83.jpg,,,,17,5,,,,
19158,7622210440914,150.0,Philadelphia,Queijo p/ barrar s/ lactose,Embalagem de 150g,1.99,13.27,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F7AC6E4743C3775586AC9B93E6A5AED5.jpg,,,,17,5,,,,
23525,5000204711936,500.0,Pronto,"Limpa móveis pistola, aloé vera",Embalagem de 500 ml,2.99,5.98,500,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D6AA1F29F4B8F2FB31BDEADB98BEB295.jpg,,,1000 Artigos,17,5,,,,
2450,7310390855160,36.0,Lipton,20 saquetas chá de limão,Embalagem de 40g,1.89,52.5,0,kg,€/Kg,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EE45EF4BD942C014234181D00D407200.jpg,,,,17,5,,,,
