identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,images_0,images_1,images_2,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,nro_paginas,page,images_3,pictogrammes_0,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise
15507,5601050031621,480.0,Danone,"Iogurte activia cremoso coco,  4 x 120 g",,1.99,4.15,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/05783495E4A676779F417115EB52CFE8.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
17207,8006540943687,1800.0,Fairy,Detergente manual de loiça limão,Embalagem de 2 x 900 ml,6.89,3.83,1800,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2EE328B1B3FB1BA0162E77ED87C40E9.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
20618,3014260294625,,Gillette,"Máquina depiladora descartável, Blue II Feminina, 5+1 unidades",,2.39,2.39,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/25DA0694A3DF391DB1CCB50392F156C5.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C88031B6BA0C8E75571D96770C34C7E7.jpg,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
22232,8410320104500,80.0,Campofrio,Salame fat,Embalagem de 80g,1.59,19.88,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/55984918C252981E6C8956EFD4419256.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
22335,5000116110940,420.0,Capitão Iglo,15 douradinhos,Embalagem de 420g,4.99,11.88,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A875E63BB10AF2CF300666B64DC69107.jpg,,,Tipo de stockagem,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
23652,8712000900175,6000.0,Heineken,Cerveja Mini,Pack 24 x 0.25 l,14.49,2.42,6000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A0830239E607394E6D6BDF0421171D9F.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
24369,5601050033045,620.0,Danone,"Iogurte líquido morango / kiwi corpos danone,  4 x 155 g",,1.69,2.73,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/727FBA9E88DFAC31F291DCAC14087FD2.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
24673,5604321002078,400.0,Cemporcento,Flocos de aveia finos integrais,Embalagem de 400g,0.89,2.23,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C045B2E5F5FFD8B0BC0EFD35DA0F768B.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
25597,5601151979303,1200.0,Bongo,Néctar 8 frutos,Pack 6 x 200 ml,2.19,1.83,1200,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F7097498E407AAD3EBA218E9E0D2469.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
26047,8412600070994,650.0,Bimbo,Pão de forma s/ côdea,Embalagem de 650 g,2.09,3.22,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/998967574B383CCF8D49F03316F06108.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
26091,7613036115575,550.0,Nestlé,Cereais estrelitas,Embalagem de 550g,3.49,6.35,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C94C2BEBB47FF1CA98FCF1DC9BAD855D.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
30414,4015400917304,480.0,Fairy,Detergente Liquido Loiça Original,480 ml,2.54,5.29,480,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9E32CE6EDBAF8F26722865569A3DD5EE.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
31436,5607233508829,750.0,Panrico,Pão de forma especial torradas,Embalagem de 750g,1.79,2.39,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/163D5190B5E1BEF6E7B186160FF8F47E.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
36263,5601027973060,480.0,Bimbo,Pão de forma integral,Embalagem de 480 g,1.84,3.83,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/706CDDCF91F9F779ABC5B2D4D8D2F75F.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
36654,8410436343497,500.0,Sonasol,"Spray limpa vidros brilhante, 500 ml",,1.99,3.98,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6BD482198179BD4338A991D3B750B511.jpg,,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
36657,5601217132673,500.0,Cillitbang,"Spray lixívia e higiene, de 500 ml",,2.49,4.98,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B883369E3F8FD2106485DC8F041B61F8.jpg,,,,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
40720,5604260302932,100.0,PorSi,Comida húmida para gato de salmão,Embalagem de 100 g,0.39,3.9,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/88EA7A67DAFF9DCC6E4F972325624EE8.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
41616,3600542298247,40.0,Ambre Solaire,Protector Solar de Rosto 50+,Embalagem de 40 ml,10.79,269.75,40,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A967209F0D4850A13D1BBB54731B9E8.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
41715,5604260306381,500.0,PorSi,"Iogurte tipo grego caramelo salgado,  4 x 125 g",,1.68,3.36,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/251983AC8CC6EAAFB7E8EC7C2B551EA8.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
42700,5604260307258,100.0,PorSi,Alimento húmido para gato rico em vaca,Embalagem de 100g,0.39,3.9,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86C5215ABEA4EECD5FC00FA709991B35.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
45213,5604260313457,,PorSi,Toalhitas Bebé Recarga,Embalagem de 72 unidades,1.09,1.09,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/28861C0DE96DF76960DF397C1DD8B10A.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
47005,5604260315154,140.0,PorSi,"Iogurte infantil c/ drageias coloridas, 140 g",,0.54,3.86,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/24BB9A82B8C6B32F97AB8C5679E75BB0.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
4786,5010029000061,430.0,Weetabix,Cereais,Embalagem de 430g,3.14,7.3,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/618174F7F1EF9556DE010964EFF3D328.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
49359,5601146700066,6000.0,Sagres,Cerveja Mini,pack 24 x 0.25 l,10.89,1.82,6000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C2425FE0470CC14A198CD6F86FC4300.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2E3D57423A20C8E7B4C1173F1457C2E.jpg,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
51428,8410436441490,,Vernel,Amaciador Concentrado Fragrância Fascinante,70 doses,3.49,3.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E2A99C4C03491111A29104F2EBEAA9A.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
51537,8410436441827,,Vernel,Amaciador Concentrado Maldivas,70 doses,3.49,3.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E5954FABCBB04BE4B29CED1B30BFE51.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
52373,8720181384929,,Skip,Detergente Máquina Roupa Líquido Sensitive,76 Doses,11.99,11.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61929A1D7DD3255CD6C78DACDFB51F9A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08584FC3B52052055861732D08983BEF.jpg,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,1,,,,,,,,,,
53800,8410436435574,2250.0,Xtra,Detergente Máquina Roupa Líquido Gel Total Color,Embalagem de 50 Doses,7.99,3.55,2250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E596594043A409630F2B3B70BA9B24B.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
5587,5602154101494,750.0,Convento da Vila,Vinho branco regional alentejano,Garrafa 0.75L,1.99,2.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E867DB53B47A484BFF76F2D1717F8D13.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
6988,0000056090017,100.0,Eru,Queijo creme real,Embalagem de 100 g,1.29,12.9,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/903838029622B2F4259D8E514B009979.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
848,5000189974579,200.0,Kit Kat,Chocolate mini,Embalagem de 200g,3.38,16.9,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33F684DC544CDCED4E93A337A33052D5.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
997,5601038009031,80.0,Knorr,Caldo de marisco 8 cubos,Embalagem de 80g,1.49,18.63,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7EB49A106F03BC7951E5777A06AA1A09.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
10091,8410100059839,360.0,Nestlé,"Queijinho petit nesquik,  6 x 60 g",,2.79,7.75,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DBBACE0B574A9C35FF94ECEF6B014E4C.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
1010,5601038300091,240.0,Knorr,Caldo de galinha 24 cubos,Embalagem de 240g,2.49,10.38,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4EAB67797AD4AB1D62B7E64BA0380D8B.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
10232,8410436188609,50.0,Sonasol,Bloco Sanitário Poder Activo Aqua,Embalagem de 50 g,1.98,39.6,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/50CBADEAE822D7F4A14374FD8B23CC0B.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
10272,8410436240109,50.0,Sonasol,"Bloco sanitário blue activ, eucalio",Embalagem de 50 g,1.98,39.6,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B4ABE7C148FE459944FFBC01C5B3A15A.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
10273,8410436240130,50.0,Sonasol,Bloco sanitário blue activ higiene,Embalagem de 50 g,1.98,39.6,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C9AB1A962000678F650D31375F4E7C4.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
10669,8714789703046,360.0,Palmolive,Sabonete sensitive,Embalagem de 4x90 g,3.59,9.97,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1B6CB90823C0471DEECAE12A1EACB59.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
10859,3023290400395,230.0,Nestlé,"Iogurte mix-in kit kat,  2 x 115 g",,1.99,8.65,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D24FD8641E9037F3EAA23A9C6F869324.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
11501,5601049612084,130.0,Mimosa,Manteiga com sal,Embalagem de 130g,1.29,9.92,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC7A16E0542B828D039563A6AD9E73FE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1207D37BB442FDD5C918BE023189F00C.jpg,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
1212,5601119950481,420.0,Nobre,Refeição caseira almôndegas,Embalagem de 420g,2.9,6.9,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/47CB38BAA4CE4E3A9784CEF63DE5F6DC.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
12237,7613034725936,390.0,Nesquik,Achocolatado em pó extra chocolate,Embalagem de 390g,4.44,11.38,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BB833C246FA0F7BBDDFD7107AA28A5C9.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
1228,5601146230518,1500.0,Joi,"Refrigerante sem gás, laranja","Garrafa de 1,5 l",1.29,0.86,1500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/277ED8947CD78C9CC5A552FB0B1FDBC2.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
12356,8410108122535,,Dodot,Toalhitas Sensitive |Recarga,Pack: 4 x54 unidades,5.99,5.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/25B89D0E4CFA95A39B00208C4F12F5D5.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/47D40D02C955E98DB96B03E04432FF85.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/47D40D02C955E98DB96B03E04432FF85.jpg,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
12519,8712100417054,416.0,Hellmann's,"Maionese, frasco",Embalagem de 420g,3.14,7.55,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/252D905CA391CC38A3FB504ED230564C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6731B805B2B4B445CCCFD0D614219E37.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6731B805B2B4B445CCCFD0D614219E37.jpg,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
1302,5601151700754,850.0,Compal,Grão de bico,Lata de 850g,2.09,2.46,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7BEB4F1F2A34C3C3B01503DD510ABAFA.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
13566,2893560000000,250.0,Congelado de Aquicultura,Camarão Congelado 20/30,1 un = 250 gr  (aprox.),2.25,8.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/863DB9F10BE616A55736AB7A17BC6BB5.jpg,,,Avantages !,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
13585,2893580000000,250.0,Marisco,Gambão Congelado 20/30,Vendido a partir de 250 (aprox.),2.25,8.99,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBF44724042B73F1218C70BB4977864A.jpg,,,Avantages !,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
13630,2893625000000,2000.0,Nossa Seleção,Maruca,Congelada,14.98,7.49,0,,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/695B6905D99FA9EA5644E4AEF4E924ED.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
14370,8712100544132,72.0,Knorr,Molho cervejeira 8 cubos,Embalagem de 70g,1.59,22.08,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/99ABD2CC2FF171ED837495A26082E0AD.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
14373,7613034584236,100.0,Nescafé,Café solúvel creme,Embalagem de 100g,3.19,31.9,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48199761533FB8DB6A796A993ABA4535.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
14474,5601038300084,160.0,Knorr,Caldo de galinha 16 cubos,Embalagem de 160g,2.49,15.56,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B8FC6A464BA0F797BC45891501D0B036.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
14879,2696313000000,,Pastelaria,Croissant Brioche 85 g,,0.69,0.69,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23DD54250137E29550E3BC89EAA5A69F.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
15879,5601164902282,3000.0,Super Bock,Cerveja Mini,Pack 15 x 0.20 L,6.99,2.33,3000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B6A4FA8F12716114DD47B614825CAA6B.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
16022,5601146703609,5000.0,Sagres,Cerveja Mini,20 x 0.25 l,9.99,2.0,5000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FF51CCF9441973386AEED91491E4E439.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
16187,8000825967702,,Giotto,Aguarelas 30mm x 12,1 unidade,3.49,3.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E230A2B6977FEA68F63B85F0F8554FA.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
16493,8718951037939,500.0,Ajax,"Limpa vidros pistola, cristal, embalagem de 500 ml",,1.97,3.94,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E563EF990460546D67BF949773E0A516.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
16677,5604260276813,500.0,PorSi,"Iogurte tipo grego framboesa e amora,  500g",,1.68,3.36,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F7D5A82C7318BEA1172E029B3C7C36F8.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
1677,5602711001311,1000.0,Rar,Açúcar granulado embalado em papel,Embalagem de 1 kg,1.59,1.59,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F8294E745C95C50AD875621A802EA691.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
17419,5601119243781,110.0,Nobre,Peito de frango fatias finas,Embalagem de 110g,2.39,21.73,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4072E19884EA23783C2756624F40B76A.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
17665,8712100745591,753.0,Calvé,Maionese XXL,Embalagem de 753 g,3.39,4.5,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/69DD5C01FA6303DE3BD821864A539AC3.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
18350,8410320148245,80.0,Campofrio,Chouriço fatiado,Embalagem de 80g,1.59,19.88,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C935719A57D5E81DA0BFC4CFFF1CE04A.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
19415,5601028019798,,Renova,"Rolo de cozinha design xxl, 3 rolos",Embalagem de 3 unidades,1.99,1.99,3,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72BDE5829FC47024A80D1CC998CA1B8E.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
20528,5601176001263,750.0,Tellu's,Vinho doc douro branco,Garrafa de 750 ml,3.49,4.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/185F791518F6D9DFD69DD3FDFC056939.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
20918,5000116110964,840.0,Capitão Iglo,30 douradinhos,Embalagem de 840g,7.99,9.51,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AEDD14052902A045272594F0C20ABD33.jpg,,,Tipo de stockagem,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
2237,5604260267200,1000.0,PorSi,"Néctar frutos vermelhos, prisma",Embalagem de 1 l,1.09,1.09,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C3F491EA0BF0366BD5FF574EF1B374C.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
23653,5600202948299,750.0,Valleperro,Vinho doc douro tinto,Garrafa de 750 ml,2.99,3.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96071F1855B46F6FE1381F81A425A749.jpg,,,1000 Artigos,2024-09-06T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
24368,5601050033021,620.0,Danone,"Iogurte líquido corpos danone,  4 x 155 g",,1.69,2.73,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B929BA979DAF1031F335D50613B8384.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
24410,8710908859502,750.0,Cif,Spray power&shine multiusos c/ lixívia,Garrafa de 750 ml,2.69,3.59,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC1FC8E39B43E72D32F4657C6D001534.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
24411,8410436297752,1300.0,Sonasol,"Lava tudo rosas e jasmim, 1,3l",,2.09,1.61,1300,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46E3798C4C5509E4EFB8DA2E52D80035.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
24580,3600541946316,400.0,Fructis,Champô força e brilho 2 em 1,Embalagem de 400 ml,3.89,9.73,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A7C5D2D5F5DD34FFA70ADA8E33FF354.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
25881,5601151155257,3000.0,Serra da estrela,Água s/ gás,"Pack 6 x 0,50 l",1.69,0.56,3000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CF77A1C934CC8E61A27D917F276D515.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
25993,3086121601118,,Bic,Esferográfica Cristal Azul,Embalagem com 10 un.,2.99,2.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ACADC8C557065E57578A759E74220F32.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
27776,8410500019846,480.0,Danone,"Activia 0% cocktail de fruta cremoso,  4 x 120 g",,1.99,4.15,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/276E25EA58255AD6CA8BA110EA3F0B5A.jpg,,,1000 Artigos,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
27893,3600542117937,400.0,Fructis,Champô Hidra Bomb Aloe Vera,Embalagem de 400 ml,3.89,9.73,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B39F24315B17E1C33DCF22900D87031.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
29356,8718951202856,500.0,Palmolive,Gel de banho natural leite e mel,500 ml,2.69,5.38,500,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/03DDD6064F175B5617E28ECB6E66862A.jpg,,,,2024-09-04T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
2960,3250391021819,,Domédia,2 lápis hb.,Uma embalagem,0.39,0.39,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A3D6CC1D2D5F74DFA421B2051D2CD02.jpg,,,,2024-09-18T23:59:59.999999999+01:00,PROSPECTUS,12,2,,,,,,,,,,
