identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,avantages_dateFin,avantages_categorie,nro_paginas,page,images_2,images_3,images_4,images_5,images_6,images_7
33228,8410104392871,,Air Wick,"Ambientador Elétrico Delícias De Verão, 1un.",1 un.,4.49,4.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7273D6189B4206DF201AEFFD8F6EF174.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,11,,,,,,
33805,3250390001461,800.0,Claude Léger,Choucroute,Embalagem de 800g,3.69,4.61,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E05C5D2AC0FA4B3936865DEB56267FB.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,11,,,,,,
34700,5608309002951,750.0,Grahams,"Vinho do porto, garrafa de 750 ml",,12.99,17.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/56876557ABF62C0CFC402DDD17CC70C1.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,11,,,,,,
34922,5604260286720,,PorSi,Forma Pão de Ló com Cano Nº. 26,,4.89,4.89,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/44F80958F3ECF84E6DB85FF7F7D21561.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,11,,,,,,
34925,5604260286768,,PorSi,Tabuleiro 35*22,,3.99,3.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3FDAB142333A228FBA22B92DA722E9A.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,11,,,,,,
34927,5604260286782,,PorSi,Tabuleiro 40*25,,6.69,6.69,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3DC78BEA4C2A547BFBC76CB960C65449.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,11,,,,,,
35045,3574660239911,,O.B.,Tampão proteção de confiança,1 Embalagem c/32 unidades,4.19,4.19,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/639015E1E22252AB0BE571DCA224DBD8.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,11,,,,,,
36350,5606215030013,750.0,Raposeira,"Espumante super reserva meio seco, garrafa de 0.75 l",,10.99,14.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C4088311E8764371D6C1C4D20378C7D6.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,11,,,,,,
36351,5606215020014,750.0,Raposeira,Espumante Super Reserva Bruto,Garrafa de 0.75 l,10.99,14.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1F0D16E7335E46EF4AB339BC71DE310.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,11,,,,,,
3645,3059944021845,150.0,Veet,"Spray depilatório peles sensiveis, 150 ml",,9.09,60.6,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C3ED8E960EDB084459A5DD46AE86CC3.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,11,,,,,,
36849,8593893765870,158.0,Nestlé,Bombons de Chocolate Plaisir Ginja,Embalagem de 158 g,5.99,37.91,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D463D7CF8DC97A5A76E9EE538B74879.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,11,,,,,,
37587,5608527000432,1500.0,Dona Ermelinda,Vinho Tinto Palmela,Garrafa de 1.5 l,7.99,5.33,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/628093ADB20A8A761F6E98C8281D74C8.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,11,,,,,,
38130,5600208583005,700.0,Licor 35,"Licor de pastel de nata, garrafa de 700 ml",,13.19,18.84,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/89EF3891C9A54F6981D6DFCB57C28FEA.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,11,,,,,,
38234,8410104894290,,Air Wick,"Ambientador difusão automático essential mist lavanda, 1 un.",,11.99,11.99,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/847F0DD1B345EAB9CBFD3D0E37E2BD3D.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,11,,,,,,
38341,5054563052964,,Parodontax,Escova de dentes e gengivas,1 unidade,3.9,3.9,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2E1A54199299F7397DB7290295B5FE38.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,11,,,,,,
38342,5054563053077,,Parodontax,Escova de dentes expert clean suave,1 unidade,3.64,3.64,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD4238712E3EE409FC851C13C341BDD3.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,11,,,,,,
40832,3600523201358,50.0,L'oreal,"Creme noite revitalif filler, 50 ml",,18.19,363.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6386FAD99514D25A9420B15983D4754E.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,11,,,,,,
41102,5060116321913,700.0,Label 5,Whisky 12 anos,"Garrafa de 0,70 l",22.99,32.84,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CEC735CF70C1C21B26424F78AAF96F2A.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,11,,,,,,
41330,7613038917634,190.0,Nestlé,"As minhas primeiras receitas, refeição legumes com vitela, 190g",,1.49,7.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D9D7FDC35F5B4D86668DB7DF23AB544.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,11,,,,,,
41736,5602068001170,750.0,Murganheira,Espumante Especial Vintage Pinot,Garrafa de 0.75 l,42.99,57.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9326AB0462A9F4DBEB5728AEC2BF714A.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,11,,,,,,
41758,7322541096667,,Tena,"Pensos Incontinência Discreet Maxi Noite, emb. 12 un.",,6.36,6.36,12,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EFB7F658F7A6190532A2FEC660762AF.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/21289249CB4D771ACD3A71894289176D.jpg,2025-11-26T23:59:59Z,PROSPECTUS,14,11,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CAD88BAD9AD4BCF7A7E90741C9E59A18.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/59B178831F909D28BBA9E56381EB01D6.jpg,,,,
42035,3574660240009,,O.B.,Tampão Procomfort Normal,Embalagem com 16 unidades,3.19,3.19,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5945581B13D99B5A60F13813A72F8482.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,11,,,,,,
42037,3600522892595,50.0,L'oreal,"Creme dia revitalif filler, 50 ml",,18.19,363.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60A0E085347FCC3D3174425A6D961601.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,11,,,,,,
4208,3574660709216,,Carefree,"Pensos diários maxi, aloé vera",embalagem com 48 unidades,3.64,3.64,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EBA3444A1289B6F480E65BBBEA0DAD55.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,11,,,,,,
42200,5604260308552,90.0,PorSi Bio,Puré de Fruta Multi Fruta Bio 90g,,0.64,7.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CE36446CD3FB4CC1BC698EEB5A233EDA.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7AAB487D79DD1BFBA1E231B65CA745F4.jpg,2025-11-26T23:59:59Z,PROSPECTUS,14,11,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7AAB487D79DD1BFBA1E231B65CA745F4.jpg,,,,,
42219,5600261547266,,Olivo,Puzzle Canal Panda,60 peças,6.99,6.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B3FA43B3501BFB984BA12C351E5CC2C2.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,11,,,,,,
42281,5601849014064,,Vtech Baby,Ursinho doces sonhos com luz e som,1 unidade,20.99,20.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD0FFE651B8DEE4F2D4B691EFF4A9597.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,12,,,,,,
42306,5601849281220,,Panda,Panda cucu 31 cm,1 unidade,29.99,29.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2EFDEB35F3947DDB8D801B675EA3E350.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,12,,,,,,
42353,8436561399758,,Vicam,Princesa 105 cm,1 unidade,29.99,29.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82FF0AFDE5418DCE1504E38441FB7095.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,12,,,,,,
42646,3600523456222,48.0,L'oreal,"Creme de rosto de dia revitalift, laser fps20, 48 ml",,19.49,406.04,48,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/546EE5742676C6E4625DAB13F5C99A47.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
43305,7613039531853,400.0,Yogolino,"Iogurte natural sem açúcares, 4 x 100g",,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D14F8D1F0D079BCE10587AF10DBDB6CC.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
43510,3600523817481,100.0,Elvive,Serum dream long cabelos lisos,100 ml,7.94,79.4,100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1FD9AACF4B2C4FB2334711DD37E9EC8C.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
43892,3600523899944,680.0,Elvive,Máscara power full resist,Embalagem de 680 ml,9.99,14.69,680,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CEBB5C657EB353431AB07679654C4FD6.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
43893,8717163639573,200.0,Tresemmé,"Mousse Cabelo Caracóis, emb. 200 ml",,3.59,17.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06E17981DBF0571C3E95DA6FBE5694E7.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
43894,8710847940804,250.0,Tresemmé,"Champô seco cleansing, embalagem de 250 ml",,3.99,15.96,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2D8A9D14AD8DDD556A9F893DF1062FC.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
43941,5604260273843,,PorSi,Forma Aniversario Antiade 26cm Porsi,,6.29,6.29,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F315DD0D8870A28A8FD5DAA130C1BD55.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
43943,5604260286744,,PorSi,Forma Pudim Canelada 18 Cm,,5.85,5.85,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/39ED079D70522A6B45C2D98E15B92F84.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
43957,5604260286706,,PorSi,Forma Tipo Tacho(6cm) 24,,3.99,3.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60DD4F6AD1EFF12634D50827C2BCA09C.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
44616,5998749138410,2160.0,Pedigree,"Snack para cão grande dentastix fresh, 56 unidades",,16.74,7.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/687F1DA3C884F2F296CE7564AC62C8D2.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
44857,3041094687286,400.0,Bledina,"Cenouras com peru +6 meses, embalagem de 2 x 200g",,2.79,6.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4316FE217C6C4B4BD82888A4C4689F54.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
44960,7613287192103,228.0,Purina Gourmet,"Alimento húmido de atum para gato, 4 x 57 g",,2.59,11.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B86485FF2866DC9AF819D0D12762AD2.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
44986,7322541176413,,Tena,"Pensos incontinência mulher lady super, 30 unidades",,12.74,12.74,30,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/141A0E79CDA3416D145ED1480D644CEF.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F8A82319B2E7E3D902073F41A1FD3F2A.jpg,2025-11-26T23:59:59Z,PROSPECTUS,14,12,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1B6EAE2539B40D6D2DDBC10457C8A8AE.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B23AF2274E392683DC2ECF5CC9348D3.jpg,,,,
44987,7322540934571,,Tena,"Pensos de incontiência homem level 2, 20 un.",,8.99,8.99,20,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8A66EB28E117F9CECF49CE3B4431AFB2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B81483C0BF33EEC4AB702037F10E4725.jpg,2025-11-26T23:59:59Z,PROSPECTUS,14,12,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/201DE8588BB097C0B89F7FB7FF615E48.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EE70D73636A791A97ADF8CAB2412CD23.jpg,,,,
45079,5201429084472,,Valuvic,Cama de bonecas Minnie,1 unidade,17.99,17.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B9CABCACAB2D8460D70164570505FECD.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,12,,,,,,
45432,5601050036916,300.0,Danone,"Yopro líquido coco, embalagem de 300g",,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C30D7953755EF3DBF63E1589C59271CD.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
45532,5601849014057,,Vtech Baby,Cachorrinho musical,1 unidade,15.99,15.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB28B2CC2F9A42AB1BF3BFC42D7A9057.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,12,,,,,,
45538,8710847940781,250.0,Tresemmé,"Champô seco volumising, embalagem de 250 ml",,3.99,15.96,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9463CD0C191BC6D0052AC8E3609AE260.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
45731,5010327135007,700.0,Grants,"Whisky 12 anos, garrafa de 0.70 l",,23.99,34.27,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B3BFAF9A9667CC16C1C206246FBB02C9.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
4577,4011200115902,100.0,Palmolive,"Creme de barbear, sensitive, embalagem de 100 ml",,2.59,25.9,100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62F30DCE8D03C9474F1BE6467A2C08CD.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
45860,8718951427846,500.0,Palmolive,"Gel de banho wellness, radiance",Embalagem de 500 ml,2.99,5.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06A502B71AB9B1F02DB3D52D103F2831.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
46138,8710522742013,300.0,Sunsilk,"Laca cabelos secos, 300 ml",,4.49,14.97,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2EF1FD221D5A744D3E826E942FA9633B.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
46493,5604260318810,,PorSi,Cueca Incontinência Super M 14 Unidades Dispositivo Médico,,11.19,11.19,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/518CF34D62105F7B145B13E3C3017A84.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
46662,5900852054914,100.0,Blédina,"Snacktoon rupy frutos variados, 100g",,0.88,8.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/58715FAE287AD7A32B25E2E15374FFDA.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
46735,3600523436095,15.0,L'oreal,"Creme de Olhos Revitalift Laser, emb. 15 ml",,19.49,1299.33,15,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AAEACB17C53ED8F51A911611945B665B.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
46771,7613035027022,800.0,Purina One Mini,"Ração para Cão Júnior Mini Frango e Arroz, emb. 800 gr",,4.79,5.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D2865182EB2C38580C4839CF6539EB7.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
46772,3574661500355,,Carefree,Pensos diários plus long,Embalagem com 40 unidades,3.74,3.74,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C09125DDC05046FDDB081D09634904E8.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
47077,7610113014448,700.0,Eristoff,"Vodka pink, garrafa de 700 ml",,13.15,18.79,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8B9612F275991594CE3182A17F665247.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
4715,5000204593198,72.0,Pato,"Discos Sanitários Ativos Recargas Marinho, 2 x 6 doses",Embalagem de 2x36 ml,3.49,48.47,72,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CCC21E7CD2CBE6B4EF157DF845CFFD44.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
47162,5601849006571,,Panda,Peluche dança comigo,1 unidade,29.99,29.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1EF1A663CB887D0C13D07CD73AA7C328.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,12,,,,,,
47192,8436561399505,,Vicam,Bailarina,1 unidade,29.99,29.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/45F37BC3F9E35A6C0AF3BC4646A482CD.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,12,,,,,,
47214,5601849018918,,Panda,Peluche aprende comigo,1 unidade,29.99,29.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A0D4CEE4526C60FF27A46DDE400E713.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,12,,,,,,
47244,8005125673131,,Clementoni,"Jogo ""Quem sou eu?""",1 unidade,15.99,15.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/729B6A4AD8648A7B4A20C0EAEDBD8ACB.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,12,,,,,,
47275,5600309466290,,Olivo,Matraquilhos,1 un.,10.99,10.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/80B7D665173315F7464BC4A4D978CD69.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/55B8737A91AA25955B852AC2C05A6728.jpg,2025-12-24T23:59:59Z,PROSPECTUS,14,12,,,,,,
47380,5201429096925,,Hot Wheels,Bancada de ferramentas,1 embalagem,39.99,39.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1AC93E0262EA8D024A8CF2F011E15484.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,12,,,,,,
47402,5010993812851,,Hasbro,Spider-man,,14.99,14.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E323CCC31BF6F821A2172E96C7EE1C9C.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,12,,,,,,
47548,5604260319077,200.0,PorSi Select,Bombons Luxo Belga,Embalagem de 200 g,5.99,29.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E454FDCC9771E04A1EC3132E407019F.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,12,,,,,,
4780,5000396025026,400.0,McVities,"Bolacha integral, embalagem de 400g",,2.14,5.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1084F47E3B3B5A52A1F61E9071FCE383.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
47857,3600523900749,250.0,Elvive,"Máscara color vive violeta, 250 ml",,5.59,22.36,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33FE230A86C120577802A5696E6EAFCD.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
47939,3600542117623,400.0,Fructis,"Creme de Pentear Aloe Secado Natural, 400 ml",,5.59,13.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC11A328FF7F4F84F76EB7E5EA748568.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
4807,5011013100156,700.0,Baileys,"Licor irish cream original, garrafa de 700 ml",,15.59,22.27,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FDAAA0E0F93FA491E337DFBBB5FBFE7F.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
48206,5000204221039,,Raid,Ganchos Perfumados Lavanda,Embalagem de 2 unidades,2.69,2.69,2,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBBBC54C18237DB55B597A0A105B6E5E.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
48241,8411134120113,,Control,"Preservativos Touch & Feel, 6 unidades",,4.29,4.29,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/27E83C6F86B335BDDCDFF272B69BEBE9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8197E06531430AB5519DC00F3EB95DA8.jpg,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
48449,7322541132136,,Tena,"Pensos Incontinência Discreet Extra, emb. 20 un",,4.19,4.19,20,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3C2035B6913B8829F479BF188764895.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/17CE51E0060377E5D8E06229ED50F755.jpg,2025-11-26T23:59:59Z,PROSPECTUS,14,12,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D584B65FF0782525CF81271E419252F3.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/801FDCD32A4495ED3D00BBA244839415.jpg,,,,
48554,8710522741993,300.0,Sunsilk,"Laca cabelos normais, 300 ml",,4.49,14.97,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DBB07B4A06D025B3AB49403B94CDAD05.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
48676,0000040111490,45.0,M&M S,"Chocolate com amendoim, embalagem de 45g",,1.08,24.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/820AE8F36C6AECDB23D4B15AB390AFC1.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
48726,8410376057270,150.0,Gullón,"Choco tablet diet nature rs, embalagem de 150g",,2.84,18.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7245024A95BD90EB9D12DBB0092E4FC8.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
48728,8410376064438,150.0,Gullón,"Finas chocolate leite zero, embalagem de 150g",,2.04,13.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/118B61D083B9643A9A07F592D8911F1D.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
48730,8410376064469,150.0,Gullón,"Snack chocolate negro zero, 150g",,2.29,15.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F4ACD0867009453FB154579E9B56B9C.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
48944,8005125247790,,Clementoni,Puzzle Patrulha Pata,2 x 20 peças,6.99,6.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18A8121B777E4FFFE2281150493AB53E.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,12,,,,,,
49008,5010993954469,,Play-Doh,Kit veterinário,1 unidade,22.99,22.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9238E25408C3DE83F57DB04EE5E9A7C7.jpg,,2025-12-24T23:59:59Z,PROSPECTUS,14,12,,,,,,
49178,3600523966370,150.0,Elvive,Mousse para Cabelo Comprido e Ondulado,150 ml,5.59,37.27,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9989CB08ABD2E8BF8A2DAF5370464D63.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
49195,3600524030797,300.0,Elvive,Máscara Hidra Hialurónico,300 ml,5.49,18.3,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/03AC0DF977FCBAFA6F23D0A0CC4AAD6C.jpg,,2025-11-26T23:59:59Z,PROSPECTUS,14,12,,,,,,
