identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,avantages_dateFin,avantages_categorie,images_5,images_6
53919,2696282000000,250.0,Pastelaria,"Baguete Constance, 250 g",,0.79,3.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E31381B4AE9393D5575E71A4567985AE.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
5439,5601314228248,750.0,Vitalis,"Água mineral sem gás sport, garrafa de 750 ml",,0.57,0.76,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/010F08729D04976DF26AE7ABDA2D160B.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
8800,5601244201922,200.0,Terra Nostra,"Queijo em fatias redução de gordura, embalagem de 200g",,2.39,11.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D3628F49627348D2ED37AEDC80914E5.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
1491,5601363001168,120.0,Doritos,"Aperitivos tex mex, embalagem de 120g",,1.29,10.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1053755FDFA8216E31D4BC77D22F56B2.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
2083,5604260193691,1000.0,PorSi,Néctar Laranja Light 1L,,1.39,1.39,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D4D0AA75BBD1937F2A8A67DCCFD70DB.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
37444,7613036955799,250.0,Nestum,"Nestum zero mel, embalagem de 250g",,2.24,8.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B200610F8E9504D3552A7693F67BE32.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
43974,5604260313648,300.0,PorSi,Gomas Amoras,,1.88,6.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1DCA72979EEF0661DC89812E00F5922.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
46825,5603722518287,720.0,Mimosa,"Iogurte magro aroma multi sabores de morango e kiwi/manga, 6 x 120g",,1.99,2.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EBBE1EB3FBC3C9322F0040C9AA4B6B04.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
4867,5410041472509,100.0,Tuc,Bolachas cream & onion,Embalagem de 100g,0.99,9.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C2295774E4587CC2EFD25EAE1F8DEF19.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
51781,5604260327652,1000.0,PorSi,Iogurte Líquido Morango 1Kg/ 944Ml,,1.59,1.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CC88AAD4451E8700447A902943123884.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
13567,2893562000000,250.0,Marisco,Ameijoa Castanha Vietnamita Congelada,vendido ao peso a partir de 250 g,0.75,2.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33CC3279E2741F227440A7AFDC3AEEF9.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
1460,5601286222787,500.0,Milaneza,"Massa de cotovelinhos, embalagem de 500g",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49B04C2917E036F30360190A48027326.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
17665,8712100745591,754.0,Calvé,"Maionese top down, embalagem de 753 g",,3.49,4.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C6F00A8AA4D7D21E56D34CFA61170423.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
20512,5601070000539,500.0,Cristal,"Vinagre de sidra, garrafa de 500 ml",,1.22,2.44,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/088D2E6C27D5043C18AD10EB75A50F4E.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
40622,5604260300921,165.0,PorSi,Azeitona Preta Rodelas 345G,,1.39,8.42,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/91654CE1EDE2F4004B0B81BD6C879507.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
43978,5604260313617,300.0,PorSi,Gomas Minhocas Ácidas,,1.79,5.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A635EF4B5C524C74BDF9DE6971736C5.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
44240,8410500010539,1200.0,Danone,"Iogurte líquido de morango kids, pack 12 x 100 g",,4.99,4.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/675F0D6784FF916C81A6BE90AA600C99.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
49071,8410199023155,150.0,Ruffles,"Batatas yorkeso, embalagem de 150g",,1.39,9.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B6C4A3A0ABC352D933A4B2BC3EF17920.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
52175,5449000217165,1980.0,Coca-Cola,"Refrigerante zero açúcar, pack lata 6 x 330 ml",,4.31,2.18,1980,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/58FFEC9210E1D3C2B0DE2DA5552DC2F8.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
7231,3059941005008,750.0,Harpic,"Gel wc tripla ação com lixívia, de 750 ml",,1.99,2.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/709DE4E0C5656AA740292F75F71F1AE8.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
10842,2895207000000,250.0,Santiago,Queijo 3 Igrejas Cura 2m Pimentão,Vendido ao peso a partir de 250 gr,3.0,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F11F4EC63EB49EF2522FB61028743A0.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
1347,5601170167743,180.0,Vatel,Flôr de sal,Embalagem de 180g,1.59,8.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF4C88EA04F040C24B79436492A3A84D.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
20202,5601151976456,1000.0,Frize,"Água com gás limão/pepino/gengibre, pack 4 x 0.25 l",,2.09,2.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8CC607BECDA933771553297655559077.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
28507,8006540618752,,Dodot,Fraldas Bebé Seco Extra +14kg T6,Embalagem c/ 48 un.,13.99,13.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B2C8C276E6D8600A83CC88CD26B6A19.jpg,,,,,,,,,,,,,14,4,2025-10-15T23:59:59+01:00,PROSPECTUS,,
33884,2893837000000,1500.0,Peixaria,Peixe espada preto inteiro,Vendido ao peso,11.24,7.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C1CA3DE6B16A13335042AAFE1F612D6.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
49964,8719200238176,225.0,Becel,"Creme de barrar, embalagem de 225g",,1.99,8.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/02C3B8CB4BF40DA381639A6BD63AEBA6.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
52601,5601217137944,1710.0,Quanto,"Amaciador roupa concentrado rubi e jasmim, 95 doses",,3.99,2.33,1710,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F98E5B67EBAD53610C2B7527547160F8.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
52934,5603722522550,600.0,Agros,"Bebida láctea café, 3 x 200ml",,1.85,3.08,600,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/933624CF1FEE0BDFC20D8185815B8800.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
8068,5011417544679,400.0,Finish,Abrilhantador p/ máquina de lavar loiça,Garrafa de 400 ml,4.99,12.48,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D045CC65EE222532216DB5B0BF2A582.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
14470,5000289925440,700.0,Gordons,Gin dry,Garrafa de 700 ml,13.99,19.99,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D55937CEA347BBDAFF1873A2B59C5243.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
16962,5601029004113,385.0,Bom Petisco,"Atum posta em azeite, embalagem de 390g",,5.24,13.61,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C4E57981E99F5D956BAC878E526BF89.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
18024,2696283000000,250.0,Pastelaria,"Baguete Constance Cereais, 250 g",,1.09,4.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA22C31024FFE026D063A83A78526055.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
1964,5604260061549,210.0,PorSi,Wafer Baunilha 210G,,1.17,5.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AE1901FA5655C3C5C219D23CA15136C7.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
43984,5604260313679,300.0,PorSi,Gomas Sortido Açúcar,,1.69,5.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F0CE90C94ED4786E1013CE1F3CED0C90.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
48157,5604260321261,1000.0,Porsi Vivabem,Bebida De Soja 0% Açúcares Adicionados 1L,,0.79,0.79,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7C840C9AA80A8A587DE7E0362CD9F3E4.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
52296,3023290072097,160.0,Lindahls,"Iogurte sólido proteico stracciatella, embalagem de 160 g",,1.09,6.81,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F40178A8CA528D15DB7CD5F4CB218526.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
54633,5603722523052,1000.0,Gresso,"Leite Uht Magro, 1L",,0.87,0.87,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62FAA0AA671FC5B53B3DDBACCC92B900.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
28609,5604260282951,55.0,PorSi,Cápsulas Café Ristretto Cnpx10,,2.29,41.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/98A2B27B97561600F2789C49300E14CC.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
42165,5604260307586,200.0,Porsi Vivabem,Creme Soja Uht Culinário 200Ml,,0.99,4.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3088AAE479B32A9B5AAF6F16464F6A71.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84D9CD21A433B6316249CB71F439AA86.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84D9CD21A433B6316249CB71F439AA86.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84D9CD21A433B6316249CB71F439AA86.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84D9CD21A433B6316249CB71F439AA86.jpg,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84D9CD21A433B6316249CB71F439AA86.jpg,
45326,5604260314256,450.0,PorSi,Detergente Máquina Loica Td1 Next Generation 30P,,5.09,11.31,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3877597C67E67FAF94A364481248DE61.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
46128,3083681137811,450.0,Bonduelle,"Milho sem resíduos de pesticidas, embalagem de 450g",,2.59,5.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EC051C59563F4690C90E354F78286A70.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
51784,5604260327683,1000.0,PorSi,Iogurte Líquido Magro Morango 1Kg/ 963Ml,,1.54,1.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B0E18B7A21CC999A008B26FEB2D32234.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
55178,3021761208228,360.0,Gogo,"Pack Saquetas de Fruta Maçã, Morango e Banana, 4 x 90g",,1.92,5.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6820D26F456C69003E079C4A09228F7D.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
8417,8410500006020,600.0,Danone,"Actimel magro natural, embalagem de 6 x 100g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/729A5232D0A334A9B7BE031706F8AD19.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
9232,5602616001911,5000.0,Capataz,Vinho tinto bag-in-box,Embalagem de 5 l,7.99,1.6,5000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E94DA0E6F2E53C7D0F4D0254B15AAF49.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
10639,8712566395514,61.0,Knorr,"Sopa gourmet, cogumelos, embalagem de 60g",,2.24,36.72,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/37AB5E4154A122936DBF40F8E46CCD3D.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
17114,5000116110148,320.0,Capitão Iglo,"4 hamburguers vaca sem glúten, embalagem de 320g",,4.49,14.03,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F31F98EC751272F860D1F790EE53DF35.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
2082,5604260193684,1000.0,PorSi,Néctar Manga/Laranja Light 1L,,1.29,1.29,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/83DE932D275A10A77BD1B0996587BA04.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
24369,5601050033045,620.0,Danone,"Iogurte líquido morango / kiwi corpos danone, embalagem de 4 x 155g",,1.89,3.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4DF8E752E36F802BC82CCB72970E5D9F.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
2518,7613033814693,400.0,Nestlé,"Fruta para bebé 7 frutos +6 meses, embalagem de 4 x 100g",,2.39,5.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18CF4010C8E037B64FBADB6A5A35AF8F.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
35704,3021768203639,360.0,Gogo,"Conjunto de saquetas de fruta maçã e banana, embalagem de 4 x 90g",,1.92,5.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B0800B00BAA9EFC0F6FD35BCC52240D.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
38417,5411188124689,1000.0,Alpro,"Bebida aveia sem açúcar, embalagem de 1l",,2.59,2.59,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/242D83F75D71A1E8390A9D4AC652F0B9.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
41139,5604260303878,150.0,PorSi,Batatas Fritas Onduladas Sabor A Ovo Frito Com Presunto 150G,,1.39,9.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B8DBC6D402B223D1F1B9908A5EC78518.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
43976,5604260313594,300.0,PorSi,Gomas Beijinhos,,1.99,6.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A76CB38AD71BF052F0DC2360871310B1.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
46670,5601050037227,620.0,Danone,"Iogurte Líquido Activia Aveia & Linhaça, 4x155g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4D8BE19F5E55132CE3BDC6C6840F7986.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
48030,7613287495259,1020.0,Felix,"Fantastic seleção de peixes em gelatina, embalagem de 12x100g",,5.99,5.87,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C8C86286E27A01458DD382E5FE02A80.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
50386,8445290290014,30.0,Maggi,"Molho suculento frango no forno com alho e cebola em saqueta, 30g",,0.89,29.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0DEECC66FD9482A59A0436C06913C5D2.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
52602,5601217137937,1710.0,Quanto,"Amaciador roupa concentrado lirios e frutos vermelhos, 95 doses",,3.99,2.33,1710,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D5EC13B4D27621ECAF91289F5FDA9612.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
54362,8410104914127,,Finish,"Detergente loiça máquina ultimate limão, 32 pastilhas",,8.99,8.99,32,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D3A215F5E688CA6FF7E7D1EDBD7C601.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
6413,8410414000466,700.0,Eristoff,"Vodka, garrafa de 700 ml",,13.15,18.79,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3932BA2F2F3F297229BC618DE86647F0.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
942,5601001324109,100.0,Nescafé,"Café solúvel gold, embalagem de 100g",,5.69,56.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/56AF775E1D437B4623D4E42AE4DAA827.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
15619,5601164114708,330.0,Super Bock,"Cerveja com álcool, lata, garrafa de 330 ml",,0.64,1.94,330,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B88FE79083CF96AAFDD1A0527A80A782.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
18351,8410320029971,80.0,Campofrio,"Salsichão fatiado, embalagem de 80g",,1.59,19.88,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C191CA814FABA5218D4DFA0D00F6C92A.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
18757,2696040000000,400.0,Garcia & Filhos,Pão Forno Pedra Trigo,1 unidade = 400 gr,0.99,2.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E412AAC8BD1EFB13CB24D280387F45C9.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
20936,5606293015025,150.0,Vitacress,"Espinafres, embalagem de 150g",,1.49,9.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/921778280BBA70A0BD92D93C5FCAA42A.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
21052,8435257034270,640.0,Nestlé,"Iogurte líquido yoggi, sem lactose, morango/banana, embalagem de 4 x 160g",,2.19,3.42,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F9637E1E7F59896708553BA46B62C91.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
24371,5601050033014,620.0,Danone,"Iogurte líquido pinacolada corpos danone, embalagem de 4 x 155g",,1.89,3.05,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B78DED571E8DAF3CF098A27E97064BA.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
36183,5604736300097,100.0,Maria Batata,Batata doce frita,embalagem de 100 g,0.99,9.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ED504315F8F5A5B0066875DE8B59B370.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
41078,8718951333420,1250.0,Ajax,"Detergente líquido lava-tudo festa das flores primavera, 1.25 litros",,2.24,1.79,1250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67E1C6EE2E3883C90BF505A7EA63B51E.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
42240,5000396041392,199.0,McVities,"Bolacha digestiva chocolate negro, embalagem de 200g",,2.54,12.76,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/44933B55AD24092BA19041B105948178.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
47656,5600258596994,700.0,Super Pop,"Detergente loiça tripla ação limão, 700 ml",,2.49,3.56,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/249F8942AC5C646CF234B21F2C24F1D5.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
48391,5604260320776,,PorSi,Pensos Diários Normal Aloe Vera - 30 Unidades,,1.34,1.34,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/426BC6B3A43ECA8BD3AF55D0BF70998F.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
48476,5604260323012,400.0,PorSi,Comida húmida para gato júnior,Embalagem de 4 x 100 g,1.89,4.73,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/132F1547DAD16000C7A850DD746706C0.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
51279,5602348103709,650.0,Izidoro,"Salsicha aves 9 unidades izidoro, embalagem de 360g",,2.89,4.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B9158791C3A03CA7863EA4B794B6564.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
52377,8720181385131,,Skip,Detergente Máquina Roupa Líquido Sabão Natural,100 Doses,11.99,11.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B7482844827C04E8BE654EF9B7B49DD3.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
52897,8720181392917,1332.0,Comfort,"Amaciador concentrado essência pure, 74 doses",,3.49,2.62,1332,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5C0D70B94DAAFB0949EA4EE48242D35.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C81AB307354BD851AD24288672BBAB9.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C81AB307354BD851AD24288672BBAB9.jpg,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
53044,8720181368769,4320.0,Omo,"Detergente roupa máquina líquido, 96 doses",,8.99,2.08,4320,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30BA46CDC8291B3E0F7206BAD1197FAE.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
54603,8720181292873,760.0,Comfort,"Intensificador perfume tropical, 760ml",,3.99,5.25,760,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/72CE6505D84B04718FCBDF6333474C14.jpg,,,,,,,,,,,,,14,5,2025-10-15T23:59:59+01:00,PROSPECTUS,,
