identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,images_6,images_7,avantages_dateFin,avantages_categorie
13566,2893560000000,250.0,Congelado de Aquicultura,Camarão Congelado 20/30,1 un = 250 gr  (aprox.),2.25,8.99,0,,€/Kg,,Avantages !,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/863DB9F10BE616A55736AB7A17BC6BB5.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
13817,2892582000000,250.0,Legumes,Pimento Verde,1 un = 250 gr  (aprox.),0.5,1.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/65E0131049B6BD4E669549F70B795EC0.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
13893,2891043000000,1000.0,Porco,Entrecosto,Vendido ao peso a partir de 1 kg,4.79,4.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA05EE99D302D59771FCC108473E0700.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
14108,3250391490806,300.0,Itinéraire des Saveurs,Paella,Embalagem de 300g,2.99,9.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9DD9717EDE215FB385D45554ABFB398D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
14194,5604260271108,270.0,PorSi,Iogurte Cremoso Sob Camada Morango 2X135G,,1.19,4.41,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E59459736DB4D0C0EA7A8873AE378825.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
14195,5604260271115,270.0,PorSi,Iogurte Cremoso Sob Camada Amora E Mirtilo 2X135G,,1.19,4.41,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B3E7A48E8D8E096D92C89C4D9CBDBB5.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
14947,2891215000000,150.0,Frango,Espetadas,1 un= 150 gr (aprox.),1.15,7.69,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE13AA549ADEC08AA2FF877D2299FBFE.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
16365,5604055112005,1000.0,Fastio,"Água sem gás, garrafa de 1 l",,0.47,0.47,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D9A5DA87896331814D054CBE16430809.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
20912,5601096227309,750.0,Aveleda,"Vinho verde branco loureiro/alvarinho, garrafa de 0.75 l",,3.49,4.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0EDCFE54C28A289AA37078E6B8F87858.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
22994,5609765000048,600.0,Brioxa,Madalenas de Laranja,12 Unidades - Embalagem de 500 g,1.79,2.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B86F1C9777D22DCE1E454CE43EAF77F8.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
26772,5449000106186,3500.0,Coca-Cola,"Refrigerante com gás, pack 2 x 1.75 l",,3.77,1.08,3500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A789E276311FA9DA8F07BCEEEA6CB731.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
28856,5604260281312,150.0,PorSi,Salada Lusitana Programa Origens,embalagem de 150 g,1.55,10.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A9EEAEFCF468810BC9FC976E2BE5E31.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
30500,5604260282944,750.0,Selecção de Enófilos,"Vinho Tinto Regional Península de Setúbal, 750 ml",,1.79,2.39,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A338F72252D03458166BD2386C7E9C15.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
33021,5601260048105,1000.0,Saludães,"Arroz basmati, embalagem de 1 kg",,2.49,2.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/69B2912DAB5813399DDCD1424E089110.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
34456,5604260325726,330.0,PorSi,6 Salsichas Frescas Merguez 330 G,,5.39,16.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5AF24CB9ECB0552B9DC2158D80B5D568.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
34877,5604260285464,1500.0,PorSi,Maçã royal gala categoria II Programa Origens,Embalagem de 1.5 kg,1.99,1.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F091E3663EBAE6E7A8981702DFBCC609.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
35983,5601027972735,700.0,Bimbo,Pão de forma torradas familiares,Embalagem de 700 g,1.99,2.84,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/941D42653DC5B120329F1BAE2880C7D0.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
37723,5601578111010,750.0,Terras do Demo,Espumante Bruto Branco,"Garrafa de 0,75L",8.99,11.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A075CB55324989C1E40FD58CCE45FF6E.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
38044,5603722519253,280.0,Milhafre,"Queijo da ilha graciosa, embalagem de 280 g",,4.19,14.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4AB7A22349A9E18C9ABB71A77A8F6CE8.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
40666,5604260303717,500.0,PorSi,Queijo Vaca Curado Amanteigado 500G,,4.79,9.58,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA9B99B490F3B05F95DF1946378C72AD.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
43374,5604260307166,250.0,PorSi,Morcela Assar Fundao 250G,,2.61,10.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B62B8D199F7410E10B7300143FA97F6.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18CE59FFC257102F97438AA54E07B2CC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18CE59FFC257102F97438AA54E07B2CC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18CE59FFC257102F97438AA54E07B2CC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18CE59FFC257102F97438AA54E07B2CC.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18CE59FFC257102F97438AA54E07B2CC.jpg,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
43874,5604260312139,400.0,Porsi Vivabem,Marmelada Com Frutose 400G,,1.89,4.73,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A6DF97056536A4971B029DAE091DE5D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
46841,5604260318940,750.0,Porsi Vivabem,Iogurte Magro Aroma Morango 6X125G,,1.15,1.53,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FAE81D187B49A173052F912072180DE4.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
48083,5604260323135,1000.0,PorSi,Óleo Alimentar 1L,,1.69,1.69,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E944172459A071A70840EE83F576BC60.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
49460,7613287300362,99.0,Nescafé,Café Buondi Intensidade 8,16 cápsulas,5.39,54.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E4BCDB4A1998B45DA9767B093A961A1E.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
51066,5604260324316,250.0,Porsi Vivabem,Queijo Fundido Light X16 250G,,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/88F63BC05D9FDBD7CBBF37390F91DC98.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
5147,5601098045802,,Paiva,"Queijo curado, amanteigado, embalagem de 550g",,6.29,6.29,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6FA80FA6E105FE4E2226FAE041ACFD1E.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,1,,,,
52766,5604260331406,380.0,PorSi,Pizza 4 Queijos 380G,,2.69,7.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/339DCD9F5D68E3F3B9CB10712EDCEE05.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
52769,5604260331390,415.0,PorSi,Pizza Carbonara em Forno de Pedra,Embalagem de 415g,2.89,6.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/952345FFED1B0BB32007E8A66B5D844A.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
53292,8719200265424,450.0,Becel,"Creme vegetal culinária, 450g",,2.49,5.53,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/731104623BFBA291592C36763AD2ACB6.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE0F50DA9FD82BB1CA28828D6783A017.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE0F50DA9FD82BB1CA28828D6783A017.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FE0F50DA9FD82BB1CA28828D6783A017.jpg,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
54572,5604260331918,300.0,Labell,"Champô Cabelos Secos Reparação & Nutrição, 300ml",,1.69,5.63,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/48D276750F280161990A1A4C3480F37D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
54632,5603722523045,1000.0,Gresso,"Leite UHT Meio Gordo, 1L",,0.87,0.87,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ECF816693AC2579C9FB595FD8ABD96D7.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
54633,5603722523052,1000.0,Gresso,"Leite Uht Magro, 1L",,0.87,0.87,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62FAA0AA671FC5B53B3DDBACCC92B900.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
56529,5604260336791,100.0,Porsi Sel.,Fuet Porco Preto 100G,,2.99,29.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D1079922B479F93647E6023FB12CBC3.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
7071,2894302000000,250.0,PorSi,Paiola de Sousel,Vendido ao peso a partir de 250 g,4.75,18.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/06AC24FF4B7A36DF8A5260991C0964D5.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
8413,8410500008932,600.0,Danone,"Actimel iogurte líquido de morango, de 6 x 100g",,2.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5F985DE2C1FEBCCE4ED6002098F416C.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
8434,5601050033731,620.0,Danone,"Iogurte activia líquido 0% lima/limão, embalagem de 4 x 155g",,1.99,3.21,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B41EA750EA9360556362913E488E9E4D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
9238,5603016000443,750.0,Adega de Pegões,"Vinho rosé península de setúbal, garrafa de 750 ml",,1.54,2.05,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/03729F4E27BE5F7D0B7C0A8BB3FF9C4D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
9241,5603016000788,750.0,Adega de Pegões,"Vinho branco regional península de setúbal, 750 ml",,1.54,2.05,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/33F7981A583CA4EF224AA511FB4C706C.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
9279,5603533652002,1000.0,Frize,"Água com gás limão, pack 4 x 0.25 l",,2.09,2.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11B7A1FE3C8011649267813E9487639D.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
957,5601019012135,210.0,Guloso,Polpa de tomate,Embalagem de 210g,0.54,2.57,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84073905ED6F4B7EB83344289811A248.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
959,5601019012418,1000.0,Guloso,Polpa de Tomate,Embalagem de 1 kg,1.79,1.79,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3946132CDF77B4B5ABC4B3B587DC5572.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
978,5601024134136,750.0,Oliveira da Serra,Azeite,Embalagem de 750 ml,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9CC9A85673AA0BF0B09481F106398AA6.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
10157,8410199007056,130.0,LayS,"Batata frita forno camponesas, embalagem de 130g",,1.49,11.46,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C8380EFFD1C6F13E27398E498BE2AE2.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
11464,5601018003400,1000.0,Matinal,"Leite seleccionado meio gordo, de 1l",,1.0,1.0,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F34056BF2D07C9D39E218B31081D1FC.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
12104,5604260266487,750.0,Selecção de Enófilos,"Vinho Verde Doc Loureiro 0,75L",,2.0,2.67,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD0B05EFD7AFCEE885FD9B5791D450BF.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
1218,5601126039148,1000.0,Sical,"Café 5 estrelas grão, embalagem de 1 kg",,17.49,17.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F30913D07FB49FD462FB35C8623DC586.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/352FFCFAE868D5178905BD9725C43B6E.jpg,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
12279,8000420742193,750.0,Gancia,Esoumante prosecco branco,Garrafa de 750 ml,9.59,12.79,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F1F0FBC86F2D5945B4B6136F3984F62A.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
12544,8715035130104,150.0,Kikkoman,"Molho de soja com dispensador redução sal, 150 ml",,2.75,18.33,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/633AADF57E8BECC13514E3BC57DBF357.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
1331,5601165006255,259.0,Calvé,"Molho de alho, embalagem de 260g",,1.94,7.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/250292652676F63A9916D46B501BCEC4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F13F0DF96776682A865C5AC21E8DB42.jpg,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
13844,2891011000000,800.0,Novilho,Carne p/ Assar,Vendido ao peso a partir de 800 g,9.59,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/142925C351A68598D5F08763C55C20FE.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
14106,3250391489350,300.0,Claude Léger,Ravioli com tomate,Embalagem 300G,2.99,9.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/19BE408B16C504291F0C17E3FA87A5B9.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
14337,3387390320008,141.0,Nestlé,"Barras fitness com chocolate, embalagem de 140g",,1.99,14.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60AE623A4FF700F6FDA38FA5729DE5A4.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
1437,5601260046101,1000.0,Saludães,Arroz Carolino,Embalagem de 1 kg,1.14,1.14,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/844734F94E64C7EE2E76F0FC068B9A4B.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
1438,5601260047108,1000.0,Saludães,Arroz agulha,Embalagem de 1kg,1.35,1.35,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B47152EFC4F603CBADD3130829B29F08.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
1457,5601286218575,500.0,Milaneza,"Massa spaghetti tricolore, embalagem de 500g",,1.26,2.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B9BA7FC4D3F653ECA0B2B44CB0BA38A.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
15566,8410063056180,250.0,Pescanova,"Miolo camarão, 250g",,6.99,27.96,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BEE1FF3586E000AD085B4D38C7ACD034.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
15997,5601001003769,200.0,Nescafé,"Café solúvel clássico, embalagem de 200g",,8.49,42.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2D522F02541567E297EFB38917647EE9.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
16040,5608516251029,280.0,Quinta de Jugais,"Doce de abóbora com noz, embalagem de 280g",,2.39,8.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7C53016DDA38AEFEE1D9CA8B9C61CDD0.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
1712,5604170000027,500.0,Jorge v.f.,Mel em frasco de vidro,Embalagem de 500g,2.69,5.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/693292E1451C1DACF9088820AF4FE2DC.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
17523,2891246000000,1000.0,Porco,Pá York c/ Osso c/ Couro,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1774B7150E1E65399A00A5F3DC93922.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
18325,5601008100119,200.0,Vieira,"Bolacha cream cracker, embalagem de 200g",,0.99,4.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8B50B80FABB9C6F7EC6C88214E09B189.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
20031,5602947000058,750.0,Quinta da Pacheca,Vinho branco doc douro,Garrafa de 750 ml,5.99,7.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7BF729E81FA3ED465AF2D3DA55DE4EE4.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
20202,5601151976456,1000.0,Frize,"Água com gás limão/pepino/gengibre, pack 4 x 0.25 l",,2.09,2.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8CC607BECDA933771553297655559077.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
20354,5601045001318,1500.0,Sumol,"Refrigerante com gás de maracujá, 1,5L",,1.75,1.17,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C18444DCE9CAD39D8FB3FF37DA42976.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
21120,7622210453327,156.0,Milka,"Bolacha cookie sensations choco, embalagem de 160g",,2.59,16.6,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E53F7BCE41465180DC53E06BB2781BB4.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
21577,5602947000713,750.0,Quinta da Pacheca,Vinho rosé doc douro,Garrafa de 750 ml,5.99,7.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/99C3E3FF1B0370B7F352668571EDA823.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
2255,5604260267903,500.0,PorSi,Massa Fettucine 500G,,1.19,2.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18407BCA8571F0FADB3A4F41B971F2FA.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
22840,7613035268388,125.0,Nestlé,"Tablete de chocolate leite, embalagem de 130g",,2.19,17.52,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA1F9149962828BE7A13B8577DE5A654.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
23275,5604260281206,170.0,PorSi,Agrião Programa Origens,embalagem de 170 g,1.55,9.12,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9E9A66116CC129F3E0687F1B725E9B99.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
2395,5608516251012,280.0,Quinta de Jugais,"Doce de abóbora, embalagem de 280g",,2.39,8.54,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AB6DD9E1B184FE9EE415A4FDA3D49CB5.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
24411,8410436297752,1300.0,Sonasol,"Lava tudo rosas e jasmim, 1,3l",,2.24,1.72,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A8DAC5F038BB6C2FB23FB3C7F35CC590.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
24412,8410436297660,1300.0,Sonasol,"Lava tudo aloe vera e flores brancas, 1,3l",,2.24,1.72,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1CF7718543DB6BCDD620E4F3293279BF.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
24413,8410436297783,1300.0,Sonasol,"Lava tudo PH neutro, embalagem de 1,3l",,2.24,1.72,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40B27BFEEAC61B53B8E103581B41FECE.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
24415,8410436299961,1300.0,Sonasol,"Lava tudo lavanda, 1,3l",,2.24,1.72,1300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7357FEB6EC6D53B795AF0EA5889F5ADF.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
24509,4005900342980,400.0,Nivea,"Água micelar 3 em 1 peles sensíveis, embalagem com 400 ml",,4.44,11.1,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7EBD2E04C862A666D54DA3901073CC68.jpg,,,,,,2025-10-01T23:59:59+01:00,PROSPECTUS,,,,,,,13,2,,,,
