identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,images_6,avantages_dateFin,avantages_categorie
41300,5601050036596,440.0,Danone,"Iogurte oikos manga papaya, embalagem de 4 x 110g",,2.09,4.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/407B76EA9B8AB5CE288E3F687A8DBF84.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,5,,,
52880,8719200267794,450.0,Becel,"Creme vegetal de barrar com sabor a manteiga, 450g",,3.89,8.64,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E2EFE8BE5E96AF9FCA9D840059BF696C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/287D301C66C180312FAA8A3BAE7EA710.jpg,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,5,,,
14196,5604260272105,250.0,PorSi,Salsichas Hot Dog Frasco 540g,,3.29,13.16,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DEA11230BF1CF561F20B184084F0CF0F.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,5,,,
19224,5601146000302,330.0,Sagres,"Cerveja com Álcool, emb. 33 cl",,0.64,1.94,330,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/021C2A3D686B3B40ECD987D05D836084.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,5,,,
11613,5601164864467,1320.0,Somersby,"Sidra maçã, pack 4 x 0.33 l",,3.89,2.95,1320,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F0118862B10C3F3FD894ACFE7A34A6C9.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,5,,,
18942,5601989950086,750.0,Monte Velho,"Vinho rosé, região do alentejo, garrafa de 0,75 l",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/492FA643C4A4901779ACEB329DDE602F.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.9975,17,5,,,
22307,5601019012647,390.0,Guloso,"Tomate em pedaços, embalagem de 390g",,1.44,3.69,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85FEDF14479D5ED36078754920648A80.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,5,,,
23524,5000204922851,750.0,Pato,"Abrasivo Sanitário Gel Extra Power com Lixívia Marinho, emb. 750 ml",,1.69,2.25,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/60268FF4016AF8FBA52DB6A9A88D181B.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,5,,,
43980,5604260313631,300.0,PorSi,Gomas Tijolos Ácidos,,1.79,5.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/53384890085EE7D4C4841349E3EC7FA2.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,5,,,
8996,5601511000357,200.0,Limiano,"Queijo em fatias -50% gordura, 200g",,1.99,9.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5203F2A7A115B3ECA4D9EF7A3500C13D.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,5,,,
931,5601001228100,300.0,Nestum,"Nestum Mel Flocos Cereais +3A, emb. 300 gr",Embalagem de 300g,2.09,6.97,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/82B368094FF4C269D04DE75FB30D7775.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,5,,,
15074,2893812000000,2500.0,Bacalhau,Bacalhau Graúdo da Noruega,1 un = 2.5 kg (aprox.),41.23,16.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5B57E89267AA2374EF4EE7D25F5702E7.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,5,,,
25881,5601151155257,3000.0,Serra da estrela,"Água sem gás, pack 6 x 0,50 l",,1.99,0.66,3000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/984AE28FD91E1C697070D2BD18A4765A.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,5,,,
1438,5601260047108,1000.0,Saludães,Arroz agulha,Embalagem de 1kg,1.29,1.29,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B47152EFC4F603CBADD3130829B29F08.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,5,,,
1471,5601286254788,500.0,Milaneza,"Massa maçarronete grande, embalagem de 500g",,0.98,1.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD337AE17BBD0A12507BF72CEE586927.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,5,,,
55263,8445291133372,220.0,Sical,"Café Moído Moagem Universal Tradição Int 11, emb. 220 gr",,3.35,15.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2C71B4BE8C62CE03863B42CCFD75F09E.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
1187,5601119007963,120.0,Nobre,"Salsichas Frankfurt Originais Lata 6 un, emb. 120 gr",,0.99,8.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/024D21F90F760BFDC12CBD7EB02BECC6.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
17207,8006540943687,1800.0,Fairy,Detergente manual de loiça limão,Embalagem de 2 x 900 ml,6.99,3.88,1800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2EE328B1B3FB1BA0162E77ED87C40E9.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
27950,5604260281404,450.0,Porsi Programa Origens,Mistura Saborosa 450 G,,1.35,3.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9FC1BB19FC125562EBD7537C69EF7799.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
53163,8445291099418,,Buondi,"Café original nespresso, 10 cápsulas",,3.49,3.49,10,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E46F1C9FB77DF7B2C9479B336DCC810.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
35849,5601050035353,440.0,Danone,"Iogurte oikos cheesecake de mirtilo, embalagem de 4 x 110g",,2.09,4.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4A1EC89AAD14F77718D5CC67F571432A.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
53208,8719200268647,1000.0,Vaqueiro,"Creme vegetal culinária clássico, 1 kg",,2.99,2.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0735A691FAA77E120C1E24086E19EA16.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD9C237337ADB2608A1427FA94442244.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD9C237337ADB2608A1427FA94442244.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD9C237337ADB2608A1427FA94442244.jpg,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
8413,8410500008932,600.0,Danone,"Iogurte Líquido Defesa Morango, emb. 600 gr (6 x 100 gr)",,3.09,5.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5F985DE2C1FEBCCE4ED6002098F416C.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
1189,5601119007987,250.0,Nobre,"Salsichas Frankfurt Originais Lata 10 un, emb. 250 gr",,1.67,6.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0B023C2ECBDBE7AB09A89A8810925D65.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
41299,5601050036565,440.0,Danone,"Iogurte oikos maracujá, embalagem de 4 x 110g",,2.09,4.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/29553156A2F0422FEBEDFC7E0CF7883D.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
45773,5054563087829,75.0,Aquafresh,"Pasta dentífrica eucalipto, lima e menta",Embalagem de 75ml,1.84,24.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1F94A046F2A6C727F7B6BE2D468B428F.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
47807,5604260316724,250.0,Porsi Select - Programa Origens,Secretos de Porco Preto do Alentejo 250 G,,3.99,15.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A1188505A5921D717B8B546770374A47.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
53295,8414100301240,1000.0,Schweppes,"Água Tónica Zero, emb. 1 lt",,1.67,1.67,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/25F21BC2F18171F01E270025DBAA2EDD.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AEC285B8796F6030DCD987BA7BB072F4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AEC285B8796F6030DCD987BA7BB072F4.jpg,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
18727,8710438040302,750.0,MCCAIN,"Batata Gomos Mediterranean, emb. 750 gr",,2.49,3.32,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/194CC0F42F549DE4074FA1C2350BAA90.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9439355C506E9F3507A876529CB42FA4.jpg,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
33127,8001010033721,135.0,Ponti,"Molho Pesto frasco, emb. 135 gr",,2.25,16.67,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1A053A6A674F62936E57477C3620A6B1.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
34456,5604260325726,330.0,PorSi,6 Salsichas Frescas Merguez 330 G,,5.39,16.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5AF24CB9ECB0552B9DC2158D80B5D568.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
45424,5449000205551,1500.0,Sprite,"Refrigerante com Gás Lima Limão, emb. 1,5 lt",,0.99,0.66,1500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/435BA3924DACD7858B68099757279D0D.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
46310,2696876000000,20.0,Padaria,Pão de queijo,1 un. = 20 g,0.18,9.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A67910D9562F896034448149C3EA4AF4.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
48098,5604260321223,40.0,PorSi Select,Tempero Alho e Cebola Picado 40g,,1.19,29.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73005C4A3E5DDDE277B90A12C444F8C1.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
49542,5604260323906,1000.0,Porsi Vivabem,Bebida de Amêndoa 0% Açúcares Adicionados 1l,,1.35,1.35,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AEE9651854E78E84B75576B58758E00E.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
38148,5603722519123,1000.0,Milhafre,Leite de Pastagem Biológico Meio Gordo,1 litro,1.14,1.14,1000,L,€/L,,Produtos Bio,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DCB3EAE989BC2DDA8E3D76C140D59BA5.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
41581,5601050036619,440.0,Danone,"Iogurte grego maçã e canela, 4 x 110g",,2.09,4.75,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/069FA6355B7D02BF816E598F365E6B99.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
48176,5604260319800,190.0,PorSi,"Queijo Vaca, Cabra e Ovelha Curado 190g",,2.49,13.11,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F30972D1DDC65075CB2985C2FF35284.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
8400,5601050033779,620.0,Danone,"Iogurte Líquido Bifidus Cereais Integrais, emb. 620 gr (4 x 155 gr)",,2.09,3.37,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3AC3707CF655B8CC61D2C80E4828D7C8.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
944,5601001339301,200.0,Nestlé,"Mistura solúvel mokambo, embalagem de 200g",,3.89,19.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7654D4A8AEB526591EE0FD0D1A7BE478.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
32342,5603722517334,200.0,Milhafre,Queijo açoriano fatias de textura cremosa,Embalagem de 200g,2.19,10.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/171D35F4FE014EB04FB3B5636B039DB0.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
46203,5601252106950,3000.0,Gallo,"Azeite Virgem Extra Clássico Pet, emb. 3 lt",,23.99,8.0,3000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74EEFE688B92A52AC6DFA64DE63EC995.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
10153,8410199002402,150.0,LayS,"Batata frita forno originais, embalagem de 150g",,1.69,11.27,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86C3E77514816B61352453CDEA14189F.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
18161,5601164884465,1320.0,Somersby,Sidra frutos vermelhos,pack 4 x 0.33 l,3.89,2.95,1320,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/507246A606E1CB1D17B01F2DC7199F50.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
22395,8712100745614,412.0,HellmannS,"Mionese top down, embalagem de 410g",,3.09,7.5,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/69FC39D7436E837B71E260D76DC0DC69.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8441A970BF19CB238C08CCCD9712CAB2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8441A970BF19CB238C08CCCD9712CAB2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8441A970BF19CB238C08CCCD9712CAB2.jpg,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
31551,8414100333241,250.0,Schweppes,"Água Tónica Zero, garrafa 25 cl",,0.72,2.88,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4DBFD7A80C20CF9D74FFDE40B52421E2.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
40969,5601151972557,1000.0,Frize,"Água com gás sabor a maracujá, pack 4x 0,25l",,2.09,2.09,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AF6318AC77392E694BAA2AC34B4CAA04.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
50454,5603722521829,1208.0,Mimosa,"Iogurte líquido aroma banana e morango, 8 x 151 ml",,2.69,2.23,1208,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AA12AF3CF07E84D8BB18D68CC6DFA3EB.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
55020,8414100380320,1000.0,Schweppes,"Água Tónica Pink Zero, 1L",,1.67,1.67,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F64E8CCCCADC48ABA4E2110848C4A2E.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
14458,7613034678607,90.0,Nestlé,"Fruta para bebé banana maçã +4 meses, embalagem de 90g",,0.65,7.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0F3547F16577E97D821E3E9FDD9F17B9.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
1460,5601286222787,500.0,Milaneza,"Massa Cotovelinhos, emb. 500 gr",,1.04,2.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49B04C2917E036F30360190A48027326.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
34201,5601066401029,150.0,Nacional,"Bolachas com pepitas de chocolate my cookie!, 150g",,1.34,8.93,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62E8A4FDEC6FCE6FCA9B1B71AEF816E1.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
54802,5603722521539,604.0,Mimosa,"Iogurte liquido morango, 4 x 151 ml",,1.39,2.3,604,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB51425211E1948B683D88C51AE1A4C5.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
10157,8410199007056,130.0,LayS,"Batata frita forno camponesas, embalagem de 130g",,1.69,13.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C8380EFFD1C6F13E27398E498BE2AE2.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
12051,5604260129546,1000.0,PorSi,Iogurte Aroma Frutos Vermelhos 8x125g,,1.79,1.79,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3E196B0E3D9B7EE0675CBE85C304ECE2.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
15126,2895032000000,250.0,Limiano,Queijo Flamengo Bola,1 un = 250 gr  (aprox.),2.45,9.79,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E05814E88CDCF87F22458F4E282D5518.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
21577,5602947000713,750.0,Quinta da Pacheca,Vinho rosé doc douro,Garrafa de 750 ml,5.49,7.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/99C3E3FF1B0370B7F352668571EDA823.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,1.3725,17,6,,,
2466,7613032142599,500.0,Cerelac,"Papa Infantil Farinha Láctea +12M, emb. 500 gr",Embalagem de 500g,3.74,7.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E708CAF1A60A052407E76B7A92102F7.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
2549,7613034717931,200.0,Nestlé,"Tablete de Chocolate Culinária 44%, emb. 200 gr",,3.29,16.45,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3B153FC5DBA6E54FFCBD8019E97BAF3D.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
36952,7613036862295,,Nescafé,"Cápsulas de Café Espresso Intenso Int 7, emb. 16 un",,5.89,5.89,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E961429E3414F1C39643E5CB1F2C82A7.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
44684,8002230000302,700.0,Aperol,"Aperol, 700 ml",,15.79,22.56,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86958346780D70B7808604DB5C5938BA.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
54561,5604260332861,200.0,Labell,Desodorizante Romã 200ml,,1.39,6.95,200,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ACC69522B1BFD3F209DBE62326B0EFA2.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
13957,2891233000000,100.0,Aves,Salsicha Fresca de Aves,1 un = 100 gr (aprox.),0.55,5.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A6B7B21AB27619CD3F26BA987D543CD.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
46289,5604260313532,500.0,Porsi Vivabem,Iogurte Natural sem Lactose 4x125g,,0.99,1.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CD14FCCEABE0BCC6AEBA8B5047C2DAD0.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
47934,5604260319565,96.0,PorSi,Cápsulas Café Splendido Cdgx16,,3.85,40.1,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/55CCF612142A42C8831C49805F97F920.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
52601,5601217137944,1710.0,Quanto,"Amaciador roupa concentrado rubi e jasmim, 95 doses",,3.99,2.33,1710,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F98E5B67EBAD53610C2B7527547160F8.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
54346,8435495843733,,Gama,"Detergente Roupa Máquina Líquido Cuidado Diário, 80D",,5.99,5.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E5D9177D92E6E9DF5147C07C4D5C380F.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
54669,5000116128754,200.0,Iglo,"Cordon bleu, 200g",,4.99,24.95,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9A94E635EDF0DAF7EF8F166E06599C57.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
54794,5603722521546,604.0,Mimosa,"Iogurte liquido banana, 4 x 151 ml",,1.39,2.3,604,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23212EB7A3AC6B5E99AFE5AEC8D0F7DF.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
10842,2895207000000,250.0,Santiago,Queijo 3 Igrejas Cura 2m Pimentão,Vendido ao peso a partir de 250 gr,2.75,10.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2F11F4EC63EB49EF2522FB61028743A0.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
1347,5601170167743,180.0,Vatel,Flôr de sal,Embalagem de 180g,1.59,8.83,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EF4C88EA04F040C24B79436492A3A84D.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
25808,8426617002510,100.0,Haribo,"Gomas ositos de oro, embalagem de 100g",,1.04,10.4,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D707EDE7A37DA83FE8A19E7DC6FBE016.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
43978,5604260313617,300.0,PorSi,Gomas Minhocas Ácidas,,1.74,5.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A635EF4B5C524C74BDF9DE6971736C5.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
44809,7613035593756,1000.0,Nesquik,"Achocolatado em saco, embalagem de 1 kg",,6.99,6.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B72BED7B45B21CF0D0F77A499251A582.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
5135,5601077111023,750.0,Velhotes,"Vinho do porto tawny, garrafa de 0,75 l",,5.49,7.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C1D5B8EA9BF6276DDBD0FBBB4AE1E08B.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,1.3725,17,6,,,
52602,5601217137937,1710.0,Quanto,"Amaciador roupa concentrado lirios e frutos vermelhos, 95 doses",,3.99,2.33,1710,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D5EC13B4D27621ECAF91289F5FDA9612.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,6,,,
