identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,images_5,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page,images_6,avantages_dateFin,avantages_categorie
21620,5602154001411,750.0,Adega de Borba,"Vinho DOC Alentejo, Reserva, Tinto","Garrafa de 0,75 L",8.99,11.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AB5A2BC33B93F375C1157BE226E58C8E.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,2.2475,17,14,,,
21679,2895187000000,250.0,PorSi,Queijo de Cabra Curado,vendido ao peso a partir de 250 g,3.25,12.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3069CD869AADB76A1B4CC5A19C69663E.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
21774,8001090232700,,Ausonia Discreet,Cuecas de incontinência grandes,Embalagem com 7 unidades,5.99,5.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E9EEE88AC161481F4D56B8D410762AC0.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
22189,3574661305288,500.0,Listerine,Elixir Total Care Zero,Embalagem de 500 ml,4.99,9.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/05F1BE512E16104F68C5E00CC2A613B6.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
22327,7613035766488,250.0,Nestum,"Nestum bolacha maria, embalagem de 250g",,2.24,8.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D162EB2F874EE55DA9D5C3AD396EFB47.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
22351,0000040052458,41.0,Kit Kat,"Chocolate, embalagem de 40g",,1.29,31.46,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7C1B66DB3D52B6DD35584C84139751C4.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
22886,5601082040905,,Delta Q,"Cápsulas de Café Embalagem Int 14, 12, 10, emb. 40 un",40 Cápsulas,15.99,15.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A0B747997ADACA3A0413EC232C6ECEB.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
23501,3600541945043,,Garnier,"Máscara hidratante, pele desidratada, 1 unidade",,2.39,2.39,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C3BF01B2EAEE502F6482A9F785ECE633.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
24059,5606710535136,750.0,Carm,"Vinho doc douro reserva branco, 0.75 l",,14.15,18.87,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EAC14FC5FA343228CC9713B5B0395794.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,3.5375,17,14,,,
2456,7613030924302,400.0,Nestlé,"Yogolino pera sem glúten, 4x100g",,1.99,4.98,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/84C9916E028C32BE041433875EAC981C.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
24571,3600523299874,50.0,L'oreal Men Expert,"Desodorizante Roll On Men Expert Thermic Resist, emb. 50 ml",Embalagem de 50 ml,2.69,53.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/83626621C94B62A0F5CC0862AAE572F5.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
2471,7613032393632,800.0,NAN,"Leite em Pó de Transição Optipro 2 +6M, emb. 800 gr",Embalagem de 800g,13.99,17.49,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/28BAF79B239A3D4037884D8C114F6DB3.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
2516,7613033772627,3000.0,Friskies,"Ração para cão adulto vitafit light com frango, de 3 kg",,9.74,3.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0978F77CBD72573FC87E863EC5AE7CFC.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
25184,8001090371966,,Evax,Pensos higiénicos liberty normal sem abas,Embalagem com 12 un.,2.79,2.79,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D44C760D694501E458F44953DCE03475.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
25334,3600542087711,400.0,Garnier,Champô Ultra Suave Água de Coco e Aloe Vera,Embalagem com 400 ml,3.59,8.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2AD4F2E8B021977C9D6FDA8D9C7F73EC.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
2586,7622300134532,300.0,Milka,"Tablete de chocolate caramelo e avelã, embalagem de 300g",,3.99,13.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/ED5A560BAED371FB0B5DAEB2690A79E3.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
260,0000042189336,45.0,Sugus,Caramelos 5 sabores 45 g,,1.09,24.22,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2B7CBD27A2B7F667AEB48BCC75DAC8E5.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
2656,8002205010060,650.0,Friskies,"Snack para cão biscuit original, de 650 g",,3.66,5.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/894114FFB389A52ED0086C0D2C626189.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
26778,5604701205143,750.0,Pioneiro,Vinho branco península de setúbal,Garrafa de 0.75 l,2.39,3.19,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/814915691BFD1966C632FC7026263203.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.5975,17,14,,,
27361,5604260314607,700.0,Alma pura,"Aguardente Vínica Velha 0,70l",,12.0,17.14,700,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CEB0567418BB8084914446C43D43818A.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
27895,3600542139977,400.0,Garnier,Champô Ultra Suave Riqueza D'Argão,Embalagem de 400 ml,3.59,8.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/77E999E8D164E33EBDE7F1A567689F18.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
27898,3600524074821,150.0,Elvive,Condicionador cabelo quebradiço e danificado,Embalagem de 150 ml,4.94,32.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86FD1C197F886F47C97F52CB0B15BF70.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
28049,3600542098083,400.0,Garnier,"Água Micelar Sensitive Olhos, 400 ml",,5.19,12.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D44C207BAFFC5024CDC4DCE31C0D445.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
28202,8714100816165,240.0,Knorr,"Caldo paraarroz, 24 cubos, embalagem de 240g",,2.49,10.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD2973DE92E679DF380D2B2890848459.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
28881,5602182360337,750.0,Monte da Ravasqueira,Vinho Branco Regional Alentejano Superior,Garrafa de 0.75 l,4.99,6.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8C4D33BC6593FC245AF8EC8E47D129B6.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,1.2475,17,14,,,
29234,5608527000494,750.0,Dom Campos,"Moscatel de Setúbal, garrafa 75 cl",Garrafa de 750 ml,4.79,6.39,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A85665CBA474506EE45240B1972A7C9E.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,1.1975,17,14,,,
29361,8001090760937,,Ausonia Discreet,Cueca Incontinência Boutique Plus M,Embalagem de 9 Un.,8.99,8.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/54B7B24A18BFE6ADF8A8264FE6260599.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
29933,3600541895560,150.0,Garnier,"Mascara Carvão 3 em 1 Anti Pontos Negros, 150 ml",,5.84,38.93,150,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/12935258D0EE2111E19A68FD09782AA1.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
29982,8710447275313,75.0,Dove,"Creme Mãos Secrets Coco, 75 ml",,2.89,38.53,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D59C3513416DDEF684CDB9C8C48B24DB.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
30033,5602527032752,200.0,Palhais,"Queijo saladas alho e ervas, 2x100g",,3.99,19.95,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E9B0B4FF4E08D8B6F3B5A38492167FA.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
30042,8410104438098,250.0,Veet,"Cera depilatória, embalagem de 250 ml",,6.99,27.96,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E27158F86EBF54F3B7F2EACD441A574.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
30260,3574660089547,,O.B.,Tampão Normal,1 Embalagem c/32 unidades,3.94,3.94,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0696E1E3706178A8B8B3B7D97A979B1F.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
30261,3574661350202,,O.B.,Tampão Super,1 Embalagem c/32 unidades,3.94,3.94,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DAA171336AF6D59A0D2D28D3DD1CFF6E.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
30567,5601066400992,180.0,Nacional,"Bolachas cookies xl com pepitas de chocolate e alfarroba, 180g",,2.24,12.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A39196D27EE739E98C0839A608FB875.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
31215,5601692071498,1000.0,Bom sucesso,Arroz para risotto bom sucesso,Embalagem de 1 kg,2.44,2.44,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/16A389855C25CFF7AFC03E1E9FD5F3C2.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
32219,5602252000835,750.0,Santa Vitória,Vinho Regional Alentejano Tinto,Garrafa de 750 ml,7.79,10.39,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E20781515FBC4E7AEEFE5765A8985CC.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,1.9475,17,14,,,
32295,8434165439559,600.0,Cuétara,Bolacha Maria Hojaldrada, Embalagem de 4x150g,2.54,4.23,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EA7ED15E7093E5AE39656F106EAB9EDB.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
32346,5609851522119,750.0,Beyra,"Vinho tinto beira interior, garrafa de 0.75 l",,4.85,6.47,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C5F474977D17694C2779DD918F82BC51.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,1.2125,17,14,,,
32378,3600542168601,50.0,Garnier,"Máscara Anti Pontos Negros, 50 ml",,6.49,129.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9E3C5D0274C59DB219A072252C4DB268.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
33133,3600542154666,,Garnier,"Bandas anti pontos negros, embalagem c/ 4 un.",,5.19,5.19,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DBBE270007DD99C761627CD9A5C752C9.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
33228,8410104392871,,Air Wick,"Ambientador Elétrico Delícias De Verão, 1un.",1 un.,4.49,4.49,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7273D6189B4206DF201AEFFD8F6EF174.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
33604,7613032396350,,Nescafé,"Cápsulas de Café Cortado Espresso Macchiato, emb. 16 un",,5.89,5.89,16,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/85D55F34A04358171DF613FE3F02A9F9.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
33625,5600258008534,750.0,Monte da Roquina,Vinho tinto regional Alentejano,Garrafa de 0.75 l,2.39,3.19,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E27E664A491DCA6C7E6D09CE4AAC2129.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.5975,17,14,,,
33656,8001010052562,100.0,Ponti,"Tomate Seco em Saco, emb. 100 gr",,2.59,25.9,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CACFB8BE296A2C1987E2F4F546E02381.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
34217,4005900600721,50.0,Nivea,"Creme de Rosto Dia Cellular Expert Lift FPS30 60+, emb. 50 ml",,16.89,337.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/51A1298808FCC5A97F2E9F493F49032B.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
35045,3574660239911,,O.B.,Tampão proteção de confiança,1 Embalagem c/32 unidades,4.19,4.19,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/639015E1E22252AB0BE571DCA224DBD8.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
35081,3574669909259,300.0,Johnson's Baby,Óleo bons sonhos,Embalagem de 300 ml,3.19,10.63,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/36AC09B531D0D294ACF4E8BF634F3C6E.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
35404,5600390419540,750.0,Dharma,Vinho branco região do Dão,Garrafa de 0.75 l,3.59,4.79,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8A2F41C909FC97214869C52F9EDE0C6A.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.8975,17,14,,,
36350,5606215030013,750.0,Raposeira,"Espumante super reserva meio seco, garrafa de 0.75 l",,10.99,14.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C4088311E8764371D6C1C4D20378C7D6.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,2.7475,17,14,,,
36351,5606215020014,750.0,Raposeira,Espumante Super Reserva Bruto,Garrafa de 0.75 l,10.99,14.65,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1F0D16E7335E46EF4AB339BC71DE310.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,2.7475,17,14,,,
36383,5600358952713,750.0,Comenda Grande,Vinho Regional Alentejano Tinto,Garrafa de 0.75 l,8.59,11.45,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/86508A616FF8AEA71A060BFE9D9EE50B.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,2.1475,17,14,,,
37516,5601286260628,500.0,Milaneza,"Espirais molde bronze, 500 g",,1.24,2.48,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71A8734E09324A986E8BE8CDDAE60FC9.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
37678,5600311941266,80.0,Mercagranel,Confetis 80 gr sortido,Embalagem de 80 gr,0.99,12.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D981422C2D31BFBEC177796CF91C509.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
38234,8410104894290,,Air Wick,"Ambientador difusão automático essential mist lavanda, 1 un.",,11.99,11.99,1,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/847F0DD1B345EAB9CBFD3D0E37E2BD3D.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
38717,3600900011198,250.0,Tipiak,"Quinoa gourmand, 250g",,2.09,8.36,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A43FD2937A715064920707E9FC9AC9D.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
41615,3574661491769,500.0,Listerine,Elixir bocal advanced white,Embalagem de 500 ml,4.99,9.98,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E724D5F139AB59D38C709D31976E05B2.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
41964,3600900021906,200.0,Tipiak,"Quinoa express, embalagem de 200g",,2.45,12.25,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F83B0BA6DCFAC7A214C23ACE3B64C227.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
42035,3574660240009,,O.B.,Tampão Procomfort Normal,Embalagem com 16 unidades,3.19,3.19,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5945581B13D99B5A60F13813A72F8482.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
43243,5608527003150,750.0,Dona Ermelinda,"Vinho branco doc palmela reserva, garrafa de 750 ml",,7.85,10.47,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/40F4DF3417F4EBBF8B0E5EE98BFF2009.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,1.9625,17,14,,,
43292,7622210678171,300.0,Milka,Chocolate cheesecake,Embalagem de 300g,3.99,13.3,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3EC4984B898E58306A80CF5F18FA657C.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
43319,9002490249922,250.0,Red Bull,"Bebida energética red edition, lata de 250 ml",,1.25,5.0,250,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3C0124D275C58624E3C2D15E5C2E8EE0.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9BCFBE4C5875D03BDD8C82733F116CA3.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9BCFBE4C5875D03BDD8C82733F116CA3.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9BCFBE4C5875D03BDD8C82733F116CA3.jpg,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
43460,5603802400808,750.0,Fiuza,"Vinho regional tejo reserva tinto, garrafa de 0.75 l",,3.99,5.32,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DBA4CD90B9E95BB45EE5683BF8522F45.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,0.9975,17,14,,,
43510,3600523817481,100.0,Elvive,Serum dream long cabelos lisos,100 ml,7.94,79.4,100,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1FD9AACF4B2C4FB2334711DD37E9EC8C.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
43816,7613036758758,1500.0,Purina One,Ração seca de frango cão júnior com menos de 10 kg,"Embalagem de 1,5kg",7.49,4.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FD2CCAF3DB03169B9BED9C05AC14F6B9.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
43892,3600523899944,680.0,Elvive,Máscara power full resist,Embalagem de 680 ml,8.99,13.22,680,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CEBB5C657EB353431AB07679654C4FD6.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
4400,3600541533226,400.0,Garnier,Champô Ultra Suave gama maravilhosa,Embalagem de 400 ml,3.59,8.98,400,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/166C7E56D2B5EA50DF798E70C6BA54A7.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
44318,2893254000000,2000.0,Peixaria,Tamboril,Vendido ao peso,23.98,11.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/77173D6CED5B473CB531C7C582BA4FA4.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
45576,4005900600745,50.0,Nivea,"Creme de Rosto Noite Cellular Expert Lift 60+, emb. 50 ml",,16.89,337.8,50,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74ED76E844343A867FA479AC00DB2C22.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
45598,3574669909099,300.0,Johnson's Baby,Óleo regular,Embalagem de 300 ml,4.49,14.97,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7AB0D8AD96BA46102980295823B6DB19.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
46138,8710522742013,300.0,Sunsilk,"Laca cabelos secos, 300 ml",,4.49,14.97,300,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2EF1FD221D5A744D3E826E942FA9633B.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
46158,3041091718044,380.0,Blédina,"Frutapura banana, 4 x 95 g",,2.14,5.63,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/31B9A081D314FACBED95322AABDA791F.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
46232,7613287308870,325.0,Nestlé,"Clusters cereal, embalagem de 325g",,3.99,12.28,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E53217CAC36FA9DB097C291222F932F1.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
46420,5601996547897,750.0,Porta 6,"Vinho regional lisboa tinto, garrafa de 0.75 l",,4.49,5.99,750,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/088AA34EEEE5CCEBFF58AD7FDEDE8782.jpg,,,,,,2026-02-15T23:59:59Z,AC,25.0,PCT,STANDARD,2026-02-12T00:00:00Z,99.0,1.1225,17,14,,,
46662,5900852054914,100.0,Blédina,"Snacktoon rupy frutos variados, 100g",,0.88,8.8,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/58715FAE287AD7A32B25E2E15374FFDA.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,14,,,
46688,7613287591609,,Nescafé,"Cápsulas de Café Doppio Espresso Int 10, emb. 16 un.",Embalagem de 202g,5.89,5.89,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5DCE6667BEFFA122AD7A798EF0395979.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,15,,,
46730,5054563049063,75.0,Parodontax,Dentífrico cuidado extra fresco,Embalagem de 75 ml,4.79,63.87,75,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/998140A269951A9C8048D5C798D58920.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,15,,,
46771,7613035027022,800.0,Purina One Mini,"Ração para Cão Júnior Mini Frango e Arroz, emb. 800 gr",,4.79,5.99,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5D2865182EB2C38580C4839CF6539EB7.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,15,,,
47065,5900852054877,85.0,Blédina,"Frutapura pera, banana e alperce, embalagem de 85g",,0.65,7.65,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8B761434692E7A9B2DB2C6939ABCC028.jpg,,,,,,2026-02-18T23:59:59Z,PROSPECTUS,,,,,,,17,15,,,
