identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,pictogrammes_0,pictogrammes_libelleCategorie,images_0,images_1,images_2,images_3,images_4,pictogrammes_dateFin,pictogrammes_categorie,pictogrammes_valeur,pictogrammes_type,pictogrammes_loyaltyCardRewardType,pictogrammes_dateDebut,pictogrammes_maxDeclenchement,pictogrammes_remise,nro_paginas,page
986,5601029001273,120.0,Pitéu,"Lulas recheadas, embalagem de 120g",,2.16,18.0,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9698C20F36BF6990D59E676F8A1CB41D.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
1010,5601038300091,240.0,Knorr,"Caldo de galinha 24 cubos, embalagem de 240g",,2.49,10.38,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4E25834255892D5C9C1047A286FE9847.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
10512,8435250439577,232.0,Nestlé,"Iogurte mix in nesquik, embalagem de 2 x 115g",,2.09,9.01,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C2207480393D760FBF1824B2B4CD877.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
11464,5601018003400,1000.0,Matinal,"Leite seleccionado meio gordo, de 1l",,0.98,0.98,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5F34056BF2D07C9D39E218B31081D1FC.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
11524,5601051420028,250.0,Primor,Manteiga sem sal,Embalagem de 250g,1.99,7.96,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C41B270FBA7B622E759FBA7E3B6B1CD.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
1302,5601151700754,845.0,Compal,"Grão de bico, lata de 850g",,2.09,2.47,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DA244D258ED9A9EF750825CAFFB70E24.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
13095,2893071000000,100.0,Peixaria,Carapau Pequeno,1 un = 100 g (aprox.),0.35,3.49,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/07606BE143D22CF4796A63CA9C752E5B.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
13126,2893105000000,600.0,Peixaria,Dourada de Viveiro,de 600 a 800g,4.19,6.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6E8A33BF89ACC347EAD33BE9A6FF5B5C.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
13892,2891041000000,1000.0,Porco,Costeletas do Lombo,Vendido ao peso a partir de 1 kg,3.99,3.99,0,,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/589E4AFE71E19AF7FEB32FB0C0E176FF.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
13977,2696106000000,,Pastelaria,Folhado de Maçã,1 unidade= 100 g,0.89,0.89,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C92497D9C6A75CD832651E848AF344C3.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
14370,8712100544132,72.0,Knorr,"Molho cervejeira 8 cubos, embalagem de 70g",,1.59,22.08,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4BA8D4D54E6D8F06F977BA78E61BEE2F.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
1439,5601260127107,1000.0,Cigala,"Arroz vaporizado, embalagem de 1 kg",,1.59,1.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B2862217CBB7515902C0E411B46053F.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
14876,2696308000000,,Pastelaria,Dawnut Glacé,50g,0.45,0.45,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FBBACA2910FED0EF98C5B8656D640AC4.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
15507,5601050031621,480.0,Danone,"Iogurte activia cremoso coco,  4 x 120 g",,1.99,4.15,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C7C13400244FC9F141DCEBAD00E0F9D5.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
16567,5000116110070,750.0,Iglo,"Esparregado de espinafres, embalagem de 750g",,3.49,4.65,0,kg,€/Kg,,Tipo de stockagem,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F70E4F5A76F097E6E455FB2FF67D9B6F.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
1680,5602711001625,1000.0,Rar,"Açúcar areado amarelo, embalagem de 1kg",,1.59,1.59,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/939DA938A8E29956A82E9882A2E704A7.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
16962,5601029004113,385.0,Bom Petisco,"Atum posta em azeite, embalagem de 390g",,5.65,14.68,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0C4E57981E99F5D956BAC878E526BF89.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
17207,8006540943687,1800.0,Fairy,Detergente manual de loiça limão,Embalagem de 2 x 900 ml,6.99,3.88,1800,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B2EE328B1B3FB1BA0162E77ED87C40E9.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
1721,5604260000227,500.0,PorSi,Massa de macarrão grande estriado,Embalagem de 500g,0.89,1.78,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A45F9471B9DF73E6FE477D0397B62386.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
17595,5411188115366,1000.0,Alpro,"Bebida aveia, embalagem de 1 litro",,1.99,1.99,1000,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F5E08DFF719942D46F9D4BF500500435.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
17873,8718951037885,500.0,Ajax,"Limpa vidros recarga tripla ação, 500 ml",,1.79,3.58,500,L,€/L,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D0A7A0C399BF07DEEA9FD446034A3D4F.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
19585,8435257033822,720.0,Longa vida,"Iogurte magro natural, embalagem de 6 x 120g",,2.29,3.18,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0343709B1D70140B7336A86F6CAA12F8.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
19607,7613035376625,90.0,Nestlé,Fruta para bebé maçã banana aveia +6 meses,Embalagem de 90g,0.84,9.33,0,kg,€/Kg,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/63EF160EDC28D2A349A30B7555DC57D7.jpg,,,,,2025-02-05T23:59:59.999999999Z,PROSPECTUS,,,,,,,12,1
20086,4015400930891,,Dodot,Fraldas Activity Extra  T4 |9-15 kg,52 Unidade,14.99,14.99,0,,€/Unidade,,,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F45A3C493E023F2F1FF7128E45FBB887.jpg,,,,,2025-03-15T23:59:59.999999999Z,AC,25.0,PCT,STANDARD,2025-01-30T00:00:00Z,99.0,3.7475,12,1
